study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,review_coding,review_notes,Publication Title,DOI,Publication Year,Author,Title
a000493,steve,2020-09-02,yes,NA,yes,NA,other,Article has a link (which is almost certainly incorrect) but also a separate accession number for the raw data with no hyperlink,2,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,other,Embedded link had a problem so clicking directly resulted in an error but url as written in text was OK - minor edit required to replace the hyphen in the url text,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,Link works but is likely irrelevant - need to register/agree to download data,https://www.iris-database.org/iris/app/home/detail?id=york:934328,https://www.iris-database.org/iris/app/home/detail?id=york:934328,iris-database.org/iris/app/home/detail?id=york:934328,FALSE,recoded by me to add extra link by accession number,American Journal of Primatology,10.1002/ajp.23061,2019,"Frankel, Jeffrey S.; Mallott, Elizabeth K.; Hopper, Lydia M.; Ross, Stephen R.; Amato, Katherine R.",The effect of captivity on the primate gut microbiome varies with host dietary niche
a000512,steve,2020-08-26,yes,NA,yes,NA,other,"Article PDF just links to mendeley.com in general without specific details, but the actual directly links are on journal web page for article (and not in the PDF)",1,1,https://data.mendeley.com/datasets/n23pgm86rr/1,yes,NA,https://data.mendeley.com/datasets/n23pgm86rr/1,yes,NA,Mendeley,yes,NA,yes,NA,"Link in PDF is only to mendeley.com in general, not the specific link",https://data.mendeley.com/datasets/n23pgm86rr/1,https://data.mendeley.com/datasets/n23pgm86rr/1,data.mendeley.com/datasets/n23pgm86rr/1,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.103820,2019,"Posten, Ann-Christin; Mussweiler, Thomas",Egocentric foundations of trust
a000512,evelyn,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jesp.2019.103820,yes,NA,https://linkinghub.elsevier.com/retrieve/pii/S0022103118308886,yes,NA,Science Direct,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA,NA,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.103820,2019,"Posten, Ann-Christin; Mussweiler, Thomas",Egocentric foundations of trust
a000512,michelle,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,mendeley.com,yes,NA,https://www.mendeley.com/?interaction_required=true,yes,NA,MENDELEY,other,"Link in the article takes you to the general Mendeley website, unlike the other articles where the link takes you to specific data related to that article. Creation of account required",no,NA,"Registration required, and link gets you to the Mendeley home page rather than the site where the data for the article is. ""De-identified data', supplementary data link: at https://
doi.org/10.1016/j.jesp.2019.103820.",NA,NA,NA,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.103820,2019,"Posten, Ann-Christin; Mussweiler, Thomas",Egocentric foundations of trust
a000525,steve,2020-09-01,yes,NA,no,NA,yes,NA,1,1,https://osf.io/x8jzb/,yes,NA,https://osf.io/x8jzb/,yes,NA,OSF,yes,NA,yes,NA,"The link is buried in the body of the text and is referred to as ""complete materials"" - no explicit mention of open data",NA,https://osf.io/x8jzb/,osf.io/x8jzb,FALSE,recoded by me because other coders failed to find links,The Journal of Social Psychology,10.1080/00224545.2014.888328,2014,"Cameira, Miguel; Ribeiro, Tiago Azevedo",Reactions to Intragroup Deviance: Does Disidentification Have a Role?
a000525,matthew,2020-04-23,yes,NA,no,NA,no,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The mention of open data and no link provided,NA,NA,NA,FALSE,recoded by me because other coders failed to find links,The Journal of Social Psychology,10.1080/00224545.2014.888328,2014,"Cameira, Miguel; Ribeiro, Tiago Azevedo",Reactions to Intragroup Deviance: Does Disidentification Have a Role?
a000525,phuong,2020-04-17,yes,NA,no,NA,no,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,recoded by me because other coders failed to find links,The Journal of Social Psychology,10.1080/00224545.2014.888328,2014,"Cameira, Miguel; Ribeiro, Tiago Azevedo",Reactions to Intragroup Deviance: Does Disidentification Have a Role?
a000562,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,2,2,https://10.0.23.196/m9.figshare.9225476,no,"The error message, ""the site can't be reached"" appears",NA,NA,NA,NA,NA,NA,NA,NA,"The error message, ""the site can't be reached"" appears",https://10.6084/m9.figshare.9225476,https://10.6084/m9.figshare.9225476,10.6084/m9.figshare.9225476,FALSE,recoded by me due to broken links,Cortex,10.1016/j.cortex.2019.09.009,2019,"Duma, Gian Marco; Mento, Giovanni; Cutini, Simone; Sessa, Paola; Baillet, Sylvain; Brigadoi, Sabrina; Dell'Acqua, Roberto",Functional dissociation of anterior cingulate cortex and intraparietal sulcus in visual working memory
a000562,steve,2020-07-24,yes,NA,yes,NA,yes,NA,3,2,https://10.6084/m9.figshare.9225476,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",https://figshare.com/articles/EEG_data_from_Subject_1_to_Subject_15/9225476,yes,NA,figshare,yes,NA,other,Total download size exceeded 100MB,Very large data set (2.62GB),https://10.6084/m9.figshare.9225476,https://10.6084/m9.figshare.9225476,10.6084/m9.figshare.9225476,FALSE,recoded by me due to broken links,Cortex,10.1016/j.cortex.2019.09.009,2019,"Duma, Gian Marco; Mento, Giovanni; Cutini, Simone; Sessa, Paola; Baillet, Sylvain; Brigadoi, Sabrina; Dell'Acqua, Roberto",Functional dissociation of anterior cingulate cortex and intraparietal sulcus in visual working memory
a000562,steve,2020-07-24,yes,NA,yes,NA,yes,NA,3,3,https://10.6084/m9.figshare.9227495,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",https://figshare.com/articles/EEG_data_from_Subject_16_to_Subject_30_read_me/9227495,yes,NA,figshare,yes,NA,other,Total download size exceeded 100MB,Very large data set (2.89GB),https://10.6084/m9.figshare.9227495,https://10.6084/m9.figshare.9227495,10.6084/m9.figshare.9227495,FALSE,recoded by me due to broken links,Cortex,10.1016/j.cortex.2019.09.009,2019,"Duma, Gian Marco; Mento, Giovanni; Cutini, Simone; Sessa, Paola; Baillet, Sylvain; Brigadoi, Sabrina; Dell'Acqua, Roberto",Functional dissociation of anterior cingulate cortex and intraparietal sulcus in visual working memory
a000562,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,2,1,https://10.0.23.196/m9.figshare.9249530,no,"The error message, ""the site can't be reached"" appears",NA,NA,NA,NA,NA,NA,NA,NA,"The error message, ""the site can't be reached"" appears",https://10.6084/m9.figshare.9249530,https://10.6084/m9.figshare.9249530,10.6084/m9.figshare.9249530,FALSE,recoded by me due to broken links,Cortex,10.1016/j.cortex.2019.09.009,2019,"Duma, Gian Marco; Mento, Giovanni; Cutini, Simone; Sessa, Paola; Baillet, Sylvain; Brigadoi, Sabrina; Dell'Acqua, Roberto",Functional dissociation of anterior cingulate cortex and intraparietal sulcus in visual working memory
a000562,steve,2020-07-24,yes,NA,yes,NA,yes,NA,3,1,https://10.6084/m9.figshare.9249530,other,"This URL is malformed; the doi.org/ part is missing, it worked once corrected",https://figshare.com/articles/Experimental_Paradigm_and_Behavioural_Data_Read_Me/9249530,yes,NA,figshare,yes,NA,yes,NA,"Straightforward, no issues",https://10.6084/m9.figshare.9249530,https://10.6084/m9.figshare.9249530,10.6084/m9.figshare.9249530,FALSE,recoded by me due to broken links,Cortex,10.1016/j.cortex.2019.09.009,2019,"Duma, Gian Marco; Mento, Giovanni; Cutini, Simone; Sessa, Paola; Baillet, Sylvain; Brigadoi, Sabrina; Dell'Acqua, Roberto",Functional dissociation of anterior cingulate cortex and intraparietal sulcus in visual working memory
a000573,steve,2020-08-09,yes,NA,yes,NA,other,Links are on journal web page for article not in PDF,1,1,https://data.mendeley.com/datasets/3w48v2nbgc/2,yes,NA,https://data.mendeley.com/datasets/3w48v2nbgc/2,yes,NA,Mendeley,yes,NA,yes,NA,"Straightforward, no issues",https://data.mendeley.com/datasets/3w48v2nbgc/2,https://data.mendeley.com/datasets/3w48v2nbgc/2,data.mendeley.com/datasets/3w48v2nbgc/2,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2017.06.015,2017,"Cowgill, Colleen M.; Rios, Kimberly; Simpson, Ain",Generous heathens? Reputational concerns and atheists' behavior toward Christians in economic games
a000573,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.1016/j.jesp.2017.06.015,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0022103116307910?via%3Dihub,yes,NA,Science Direct,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA,NA,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2017.06.015,2017,"Cowgill, Colleen M.; Rios, Kimberly; Simpson, Ain",Generous heathens? Reputational concerns and atheists' behavior toward Christians in economic games
a000573,sophia,2020-04-27,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Says it's on the JESP website.,NA,NA,NA,FALSE,recoded by me - case where data available on mendeley,Journal of Experimental Social Psychology,10.1016/j.jesp.2017.06.015,2017,"Cowgill, Colleen M.; Rios, Kimberly; Simpson, Ain",Generous heathens? Reputational concerns and atheists' behavior toward Christians in economic games
a000597,steve,2020-08-08,yes,NA,no,NA,other,"Link on article website, not in PDF",1,1,https://aisel.aisnet.org/trr/vol2/iss1/4/,yes,NA,https://aisel.aisnet.org/trr/vol2/iss1/4/,no,NA,NA,yes,NA,yes,NA,Data source was another article in the same journal,NA,https://aisel.aisnet.org/trr/vol2/iss1/4/,aisel.aisnet.org/trr/vol2/iss1/4,FALSE,recoded by me - unique case in one journal,AIS Transactions on Replication Research,10.17705/1atrr.00005,2015,"Moqbel, Murad; Bartelt, Valerie",Consumer Acceptance of Personal Cloud: Integrating Trust and Risk with the Technology Acceptance Model
a000597,evelyn,2020-05-22,no,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data badge and availability was not found,NA,NA,NA,FALSE,recoded by me - unique case in one journal,AIS Transactions on Replication Research,10.17705/1atrr.00005,2015,"Moqbel, Murad; Bartelt, Valerie",Consumer Acceptance of Personal Cloud: Integrating Trust and Risk with the Technology Acceptance Model
a000597,matthew,2020-04-15,no,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Page did not contain any relevance to open data,NA,NA,NA,FALSE,recoded by me - unique case in one journal,AIS Transactions on Replication Research,10.17705/1atrr.00005,2015,"Moqbel, Murad; Bartelt, Valerie",Consumer Acceptance of Personal Cloud: Integrating Trust and Risk with the Technology Acceptance Model
a000597,sophia,2020-04-26,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,recoded by me - unique case in one journal,AIS Transactions on Replication Research,10.17705/1atrr.00005,2015,"Moqbel, Murad; Bartelt, Valerie",Consumer Acceptance of Personal Cloud: Integrating Trust and Risk with the Technology Acceptance Model
a000678,steve,2020-08-08,yes,NA,other,"Standard JBPA link to ""Open data"" is there on the first page, but no URL attached. There is a link in a footnote later on.",yes,NA,1,1,https://dataverse.harvard.edu/dataverse/JBPA,yes,NA,https://dataverse.harvard.edu/dataverse/JBPA,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Link led to the journal's dataverse page, had to follow a link from that page to get to article data",NA,https://dataverse.harvard.edu/dataverse/JBPA,dataverse.harvard.edu/dataverse/JBPA,FALSE,recoded by me due to two-step link to data,Journal of Behavioral Public Administration,10.30636/jbpa.22.71,2019,"Nagtegaal, Rosanna; Tummers, Lars; Noordegraaf, Mirko; Bekkers, Victor",Nudging healthcare professionals towards evidence-based medicine: A systematic scoping review
a000678,matthew,2020-04-26,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There was a visible hyperlink in the document, however it was unclickable.",NA,NA,NA,FALSE,recoded by me due to two-step link to data,Journal of Behavioral Public Administration,10.30636/jbpa.22.71,2019,"Nagtegaal, Rosanna; Tummers, Lars; Noordegraaf, Mirko; Bekkers, Victor",Nudging healthcare professionals towards evidence-based medicine: A systematic scoping review
a000678,sophia,2020-04-17,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,recoded by me due to two-step link to data,Journal of Behavioral Public Administration,10.30636/jbpa.22.71,2019,"Nagtegaal, Rosanna; Tummers, Lars; Noordegraaf, Mirko; Bekkers, Victor",Nudging healthcare professionals towards evidence-based medicine: A systematic scoping review
a000692,steve,2020-11-04,yes,NA,yes,NA,other,Links are on journal web page for article not in PDF,1,1,https://data.mendeley.com/datasets/7j6bn6tx8f/1,yes,NA,https://data.mendeley.com/datasets/7j6bn6tx8f/1,yes,NA,Mendeley,yes,NA,yes,NA,"Straightforward, no issues",https://data.mendeley.com/datasets/7j6bn6tx8f/1,https://data.mendeley.com/datasets/7j6bn6tx8f/1,data.mendeley.com/datasets/7j6bn6tx8f/1,FALSE,iter02: recoded by me due to Mendeley sharing of data,Journal of Experimental Social Psychology,10.1016/j.jesp.2018.03.018,2018,"Soylu Yalcinkaya, Nur; Branscombe, Nyla R.; Gebauer, Fabian; Niedlich, Claudia; Hakim, Nader H.",Can they ever be one of us? Perceived cultural malleability of refugees and policy support in host nations
a000692,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jesp.2018.03.018,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0022103117303244?via%3Dihub,yes,NA,Science Direct,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA,NA,FALSE,iter02: recoded by me due to Mendeley sharing of data (this record dropped),Journal of Experimental Social Psychology,10.1016/j.jesp.2018.03.018,2018,"Soylu Yalcinkaya, Nur; Branscombe, Nyla R.; Gebauer, Fabian; Niedlich, Claudia; Hakim, Nader H.",Can they ever be one of us? Perceived cultural malleability of refugees and policy support in host nations
a000692,michelle,2020-04-23,yes,NA,yes,NA,other,Says data is available via 'online supplements' - there is a link to supplementary data which I will use,1,1,https://doi.org/10.1016/j.jesp.2018.03.018,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0022103117303244?via%3Dihub,other,Makes reference to Mendeley (which is the repository),MENDELEY,yes,NA,yes,NA,NA,NA,NA,NA,FALSE,iter02: recoded by me due to Mendeley sharing of data (this record dropped),Journal of Experimental Social Psychology,10.1016/j.jesp.2018.03.018,2018,"Soylu Yalcinkaya, Nur; Branscombe, Nyla R.; Gebauer, Fabian; Niedlich, Claudia; Hakim, Nader H.",Can they ever be one of us? Perceived cultural malleability of refugees and policy support in host nations
a000750,steve,2020-08-09,yes,NA,no,NA,yes,NA,2,2,https://osf.io.yiupc,other,"There was a typo in the URL as supplied, easily fixed",https://osf.io/yiupc/,yes,NA,OSF,yes,NA,yes,NA,"Unclear if this data was for the present article, or the article they were responding to",https://osf.io.yiupc,https://osf.io.yiupc,osf.io.yiupc,FALSE,recoded by me to include extra link,Social Psychology,NA,2014,"Eyal, Tal; Liberman, Nira; Trope, Yaacov",Thinking of why a transgression occurred may drawn attention to extenuating circumstances: A comment on Žeželj & Jokić replication.
a000750,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4fb7d,yes,NA,https://osf.io/4fb7d,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,https://osf.io/4fb7d/,https://osf.io/4fb7d/,osf.io/4fb7d,FALSE,recoded by me to include extra link,Social Psychology,NA,2014,"Eyal, Tal; Liberman, Nira; Trope, Yaacov",Thinking of why a transgression occurred may drawn attention to extenuating circumstances: A comment on Žeželj & Jokić replication.
a000750,steve,2020-08-09,yes,NA,no,NA,yes,NA,2,1,https://osf.io/4fb7d/,yes,NA,https://osf.io/4fb7d,yes,NA,OSF Registries,yes,NA,yes,NA,"Straightforward, no issues",https://osf.io/4fb7d/,https://osf.io/4fb7d/,osf.io/4fb7d,FALSE,recoded by me to include extra link,Social Psychology,NA,2014,"Eyal, Tal; Liberman, Nira; Trope, Yaacov",Thinking of why a transgression occurred may drawn attention to extenuating circumstances: A comment on Žeželj & Jokić replication.
a000750,oliver,2020-04-28,other,(see notes field),other,(not completed by coder),no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,recoded by me to include extra link,Social Psychology,NA,2014,"Eyal, Tal; Liberman, Nira; Trope, Yaacov",Thinking of why a transgression occurred may drawn attention to extenuating circumstances: A comment on Žeželj & Jokić replication.
a000769,steve,2020-11-04,yes,NA,yes,NA,other,Links are on journal web page for article not in PDF,1,1,https://data.mendeley.com/datasets/snkgkt9t4c/1,yes,NA,https://data.mendeley.com/datasets/snkgkt9t4c/1,yes,NA,Mendeley,yes,NA,yes,NA,"Straightforward, no issues",https://data.mendeley.com/datasets/snkgkt9t4c/1,https://data.mendeley.com/datasets/snkgkt9t4c/1,data.mendeley.com/datasets/snkgkt9t4c/1,FALSE,iter02: recoded by me due to Mendeley sharing of data,Journal of Experimental Social Psychology,10.1016/j.jesp.2017.12.003,2018,"Ryazanov, Arseny A.; Christenfeld, Nicholas J. S.",Incremental mindsets and the reduced forgiveness of chronic failures
a000769,oliver,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,doi.org/10.1016/j.jesp.2017.12.003.,yes,NA,https://data.mendeley.com/datasets/snkgkt9t4c/1,yes,NA,DOI,yes,NA,yes,NA,NA,NA,NA,NA,FALSE,iter02: recoded by me due to Mendeley sharing of data (this record dropped),Journal of Experimental Social Psychology,10.1016/j.jesp.2017.12.003,2018,"Ryazanov, Arseny A.; Christenfeld, Nicholas J. S.",Incremental mindsets and the reduced forgiveness of chronic failures
a000769,sophia,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jesp.2017.12.003,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0022103117301658?via%3Dihub#ec-research-data,yes,NA,ScienceDirect,yes,NA,yes,NA,"The link for this entry was listed under ""Supplementary data"". However, the link led to a repository page with the article data.",NA,NA,NA,FALSE,iter02: recoded by me due to Mendeley sharing of data (this record dropped),Journal of Experimental Social Psychology,10.1016/j.jesp.2017.12.003,2018,"Ryazanov, Arseny A.; Christenfeld, Nicholas J. S.",Incremental mindsets and the reduced forgiveness of chronic failures
a000777,oliver,2020-04-28,yes,NA,yes,NA,yes,NA,1,1,dx.doi.org/10.7910/DVN/LWED0F,no,Could not resolve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dx.doi.org/10.7910/DVN/LWED0F,dx.doi.org/10.7910/DVN/LWED0F,FALSE,recoded by me due to broken links,American Journal of Political Science,10.1111/ajps.12262,2017,"Christenson, Dino P.; Kriner, Douglas L.",Constitutional Qualms or Politics as Usual? The Factors Shaping Public Support for Unilateral Action
a000777,sophia,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/LWED0F,no,"""DOI not found"" page",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://dx.doi.org/10.7910/DVN/LWED0F,dx.doi.org/10.7910/DVN/LWED0F,FALSE,recoded by me due to broken links,American Journal of Political Science,10.1111/ajps.12262,2017,"Christenson, Dino P.; Kriner, Douglas L.",Constitutional Qualms or Politics as Usual? The Factors Shaping Public Support for Unilateral Action
a000777,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/LWED0F,other,Link provided does not work but searching on Harvard Dataverse located the data repository,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DSDNX6,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Link provided did not work, had to search for correct repo",NA,http://dx.doi.org/10.7910/DVN/LWED0F,dx.doi.org/10.7910/DVN/LWED0F,FALSE,recoded by me due to broken links,American Journal of Political Science,10.1111/ajps.12262,2017,"Christenson, Dino P.; Kriner, Douglas L.",Constitutional Qualms or Politics as Usual? The Factors Shaping Public Support for Unilateral Action
a000965,steve,2020-07-25,yes,NA,yes,NA,yes,NA,6,3,https://osf.io/b45ne/,yes,NA,https://osf.io/b45ne/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",https://osf.io/b45ne/,https://osf.io/b45ne/,osf.io/b45ne,FALSE,recoded by me to add multiple extra links,The International Journal for the Psychology of Religion,10.1080/10508619.2019.1660573,2019,"Charles, Sarah J.; Bartlett, James E.; Messick, Kyle J.; III, Thomas J. Coleman; Uzdavines, Alex",Researcher Degrees of Freedom in the Psychology of Religion
a000965,sophia,2020-04-11,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/b6n8t/,yes,NA,https://accounts.osf.io/login?service=https://osf.io/b6n8t/,yes,NA,OSF,other,requres an OSF sign in account,no,NA,required an account,https://osf.io/b6n8t/,https://osf.io/b6n8t/,osf.io/b6n8t,FALSE,recoded by me to add multiple extra links,The International Journal for the Psychology of Religion,10.1080/10508619.2019.1660573,2019,"Charles, Sarah J.; Bartlett, James E.; Messick, Kyle J.; III, Thomas J. Coleman; Uzdavines, Alex",Researcher Degrees of Freedom in the Psychology of Religion
a000965,steve,2020-07-25,yes,NA,yes,NA,yes,NA,6,1,https://osf.io/b6n8t/,yes,NA,https://osf.io/b6n8t/,yes,NA,OSF,other,OSF account and permission needed to view project,no,NA,OSF account and permission needed to view project,https://osf.io/b6n8t/,https://osf.io/b6n8t/,osf.io/b6n8t,FALSE,recoded by me to add multiple extra links,The International Journal for the Psychology of Religion,10.1080/10508619.2019.1660573,2019,"Charles, Sarah J.; Bartlett, James E.; Messick, Kyle J.; III, Thomas J. Coleman; Uzdavines, Alex",Researcher Degrees of Freedom in the Psychology of Religion
a000965,steve,2020-07-25,yes,NA,yes,NA,yes,NA,6,2,https://osf.io/et9zk/,yes,NA,https://osf.io/et9zk/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",https://osf.io/et9zk/,https://osf.io/et9zk/,osf.io/et9zk,FALSE,recoded by me to add multiple extra links,The International Journal for the Psychology of Religion,10.1080/10508619.2019.1660573,2019,"Charles, Sarah J.; Bartlett, James E.; Messick, Kyle J.; III, Thomas J. Coleman; Uzdavines, Alex",Researcher Degrees of Freedom in the Psychology of Religion
a000965,steve,2020-07-25,yes,NA,yes,NA,yes,NA,6,6,https://osf.io/fs67k/,yes,NA,https://osf.io/fs67k/,yes,NA,OSF,other,OSF account and permission needed to view project,no,NA,OSF account and permission needed to view project,https://osf.io/fs67k/,https://osf.io/fs67k/,osf.io/fs67k,FALSE,recoded by me to add multiple extra links,The International Journal for the Psychology of Religion,10.1080/10508619.2019.1660573,2019,"Charles, Sarah J.; Bartlett, James E.; Messick, Kyle J.; III, Thomas J. Coleman; Uzdavines, Alex",Researcher Degrees of Freedom in the Psychology of Religion
a000965,steve,2020-07-25,yes,NA,yes,NA,yes,NA,6,5,https://osf.io/wfh5j/,yes,NA,https://osf.io/wfh5j/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",https://osf.io/wfh5j/,https://osf.io/wfh5j/,osf.io/wfh5j,FALSE,recoded by me to add multiple extra links,The International Journal for the Psychology of Religion,10.1080/10508619.2019.1660573,2019,"Charles, Sarah J.; Bartlett, James E.; Messick, Kyle J.; III, Thomas J. Coleman; Uzdavines, Alex",Researcher Degrees of Freedom in the Psychology of Religion
a000965,steve,2020-07-25,yes,NA,yes,NA,yes,NA,6,4,https://osf.io/z6ts7/,yes,NA,https://osf.io/z6ts7/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",https://osf.io/z6ts7/,https://osf.io/z6ts7/,osf.io/z6ts7,FALSE,recoded by me to add multiple extra links,The International Journal for the Psychology of Religion,10.1080/10508619.2019.1660573,2019,"Charles, Sarah J.; Bartlett, James E.; Messick, Kyle J.; III, Thomas J. Coleman; Uzdavines, Alex",Researcher Degrees of Freedom in the Psychology of Religion
a000996,steve,2020-08-09,yes,NA,no,NA,yes,NA,1,1,https://doi.org/10.1016/j.cortex.2019.08.018,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0010945219303077?via%3Dihub,no,NA,NA,yes,NA,yes,NA,"Straightforward, no issues",https://doi.org/10.1016/j.cortex.2019.08.018,https://doi.org/10.1016/j.cortex.2019.08.018,doi.org/10.1016/j.cortex.2019.08.018,FALSE,recoded by me to deal with hard to identify data shared,Cortex,10.1016/j.cortex.2019.08.018,2019,"Seghezzi, Silvia; Giannini, Gianluigi; Zapparoli, Laura",Neurofunctional correlates of body-ownership and sense of agency: A meta-analytical account of self-consciousness
a000996,evelyn,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4b2pc/,yes,NA,https://osf.io/4b2pc/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA,NA,FALSE,recoded by me to deal with hard to identify data shared,Cortex,10.1016/j.cortex.2019.08.018,2019,"Seghezzi, Silvia; Giannini, Gianluigi; Zapparoli, Laura",Neurofunctional correlates of body-ownership and sense of agency: A meta-analytical account of self-consciousness
a000996,sophia,2020-04-24,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,recoded by me to deal with hard to identify data shared,Cortex,10.1016/j.cortex.2019.08.018,2019,"Seghezzi, Silvia; Giannini, Gianluigi; Zapparoli, Laura",Neurofunctional correlates of body-ownership and sense of agency: A meta-analytical account of self-consciousness
a001005,michelle,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/x8bv9/DOI10.17605/OSF.IO/X8BV9,no,"Says page isnot found. However, the article also mentions to access data, one can contact the author Elisa Martin-Arevalo (emartina@ugr.es)",NA,NA,NA,NA,NA,NA,NA,NA,"Link given does not work, but article also mentions to contact author for data and materials",https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,FALSE,recoded by me to deal with broken link_url,Cortex,10.1016/j.cortex.2019.04.025,2019,"Martín-Arévalo, E.; Lupiáñez, J.; Narganes-Pineda, C.; Marino, G.; Colás, I.; Chica, Ana B.",The causal role of the left parietal lobe in facilitation and inhibition of return
a001005,phuong,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,"https://osf.io/x8bv9/ DOI 10.17605/
OSF.IO/X8BV9",no,Page not found,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,https://osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9,FALSE,recoded by me to deal with broken link_url,Cortex,10.1016/j.cortex.2019.04.025,2019,"Martín-Arévalo, E.; Lupiáñez, J.; Narganes-Pineda, C.; Marino, G.; Colás, I.; Chica, Ana B.",The causal role of the left parietal lobe in facilitation and inhibition of return
