study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,use_code,review_note
a000808,kongmanas,2020-04-13,yes,NA,yes,NA,other,The article does not contain the URL to an online repository but it allows to click 'Open Data' which automatically connects to repository destination,1,1,N/A,other,"There is no URL given in the artile, but can click 'Open Data' to connect to repositary destination.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"There is no URL given in the artile, but can click 'Open Data' to connect to repositary destination.",FALSE,Link directly below abstract on first page
a000808,michelle,2020-05-04,yes,NA,other,"Does not explicitly have a statement saying data is available, but there is the text 'Open Data' with a hyperlink",yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,Link directly below abstract on first page
a000851,michelle,2020-04-24,yes,NA,other,"No explicit reference to Open Data, rather it says that 'materials are available at https://www.iris-database.org/iris/app/home/detail?id5york%3a936220&ref5search/. However, text mentions 'The online databases were ERIC, LLBA,
PsycINFO, ProQuest, Cambridge Core, Google, and Google Scholar.'",no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,At bottom of first page
a000851,sophia,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search/,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search/,yes,NA,IRIS,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,At bottom of first page
a000857,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/CPVIOF,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CPVIOF,yes,NA,Harvard Dataverse Network,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB,TRUE,Directly below abstract on first page
a000857,phuong,2020-04-17,yes,NA,no,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/CPVIOF.,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CPVIOF,yes,NA,OSF,yes,NA,other,files are larger than 100MB,The data badge was in black and white,FALSE,Directly below abstract on first page
a000857,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/CPVIOF,yes,NA,http://doi.org/10.7910/DVN/CPVIOF.,yes,NA,Harvard Dataverse Network,yes,NA,other,xip file was over 100MB,I didn't have any problems with this article,FALSE,Directly below abstract on first page
a000952,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jrp.2018.04.007,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0092656618300394?via%3Dihub,yes,NA,Science Direct,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,In body of text
a000952,steve,2020-07-25,yes,NA,other,"Availability of data mentioned in body of text, not a separate, obvious section",yes,NA,1,1,https://doi.org/10.1016/j.jrp.2018.04.007,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0092656618300394?via%3Dihub,no,NA,NA,yes,NA,yes,NA,Link labelled as supplementary data - not immediately obvious that this was the shared data and code mentioned at the start of the results section. Data hosted on journal website (ScienceDirect),FALSE,In body of text
a000983,evelyn,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5kpbj,yes,NA,https://osf.io/5kpbj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,In body of text
a000983,michelle,2020-05-04,yes,NA,other,"Does not explicitly have a statement saying data is available, but rather 'All measures in the study are available at (link)'",yes,NA,1,1,https://osf.io/5kpbj/,yes,NA,https://osf.io/5kpbj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,In body of text
