study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,use_code,review_note
a000371,sophia,2020-04-07,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article says all data is available on the American Journal of Political Science on the Harvard Dataverse Network,NA,NA
a000440,evelyn,2020-05-13,yes,NA,yes,NA,yes,NA,1,1,doi:10.1037/0033-2909.130.5.813,yes,NA,https://osf.io/zfpmd/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000440,kongmanas,2020-04-18,yes,NA,yes,NA,yes,NA,1,1,10.17605/OSF.IO/ZFPMD,yes,NA,https://osf.io/zfpmd/,yes,NA,OSF,yes,NA,yes,NA,The URL link to data repositary was in the reference section,NA,NA
a000440,michelle,2020-04-03,yes,NA,yes,NA,no,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Text says open data can be accessed online but no link specified,NA,NA
a000440,steve,2020-08-09,yes,NA,no,NA,yes,NA,1,1,http://dx.doi.org/10.17605/OSF.IO/ZFPMD,yes,NA,https://osf.io/zfpmd/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a000484,aniruddah,2020-05-15,yes,NA,yes,NA,yes,NA,1,1,https://www.oa.uni-hamburg.de/hattke-kalucza,yes,NA,https://www.oa.uni-hamburg.de/hattke-kalucza,yes,NA,University of Hamburg OA,yes,NA,yes,NA,New repository type.,NA,NA
a000484,michelle,2020-04-07,yes,NA,other,"Does not explicitly have a statement saying data is available, but there is a the text 'Open Data' with a hyperlink",yes,NA,1,1,https://www.oa.uni-hamburg.de/hattke-kalucza,yes,NA,https://www.oa.uni-hamburg.de/hattke-kalucza,yes,NA,UNI HAMBURG,yes,NA,yes,NA,"No explicit statement saying data was available, but hyperlinks existed that linked to a site where data could be downloaded",NA,NA
a000484,sophia,2020-04-26,yes,NA,yes,NA,other,"the article has the phrase ""open data"" which itself is a hyperlink",1,1,https://www.oa.uni-hamburg.de/hattke-kalucza,yes,NA,https://www.oa.uni-hamburg.de/hattke-kalucza,yes,NA,University of Hamburg Open Access Portal,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000500,kongmanas,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/grh8s/,yes,NA,https://osf.io/grh8s/,yes,NA,OSF,yes,NA,yes,NA,Statement about open data being available was in method section,NA,NA
a000500,oliver,2020-04-25,yes,NA,yes,NA,yes,NA,1,1,osf.io/rstc5/,yes,NA,https://osf.io/rstc5/,yes,NA,OSF,yes,NA,yes,NA,NA,NA,NA
a000500,steve,2020-08-26,yes,NA,no,NA,yes,NA,1,1,https://osf.io/grh8s/,yes,NA,https://osf.io/grh8s/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a000502,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8q769/,yes,NA,https://osf.io/8q769/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000502,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,1,http://osf.io/5itqa,yes,NA,https://osf.io/5itqa,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000502,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,2,http://osf.io/8q769,yes,NA,https://osf.io/8q769,yes,NA,OSF,yes,NA,yes,NA,NA,NA,NA
a000502,oliver,2020-04-25,no,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a000502,steve,2020-08-09,yes,NA,no,NA,yes,NA,2,1,http://osf.io/5itqa,yes,NA,https://osf.io/5itqa,yes,NA,OSF Registries,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a000502,steve,2020-08-09,yes,NA,no,NA,yes,NA,2,2,http://osf.io/8q769,yes,NA,https://osf.io/8q769,yes,NA,OSF Registries,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a000639,aniruddah,2020-05-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/3r2q9/,yes,NA,https://osf.io/3r2q9/,yes,NA,OSF,yes,NA,yes,NA,No issues with this article.,NA,NA
a000639,michelle,2020-04-29,yes,NA,no,NA,yes,NA,1,1,https://osf.io/3r2q9/,yes,NA,https://osf.io/3r2q9/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000639,sophia,2020-04-20,yes,NA,other,"the article only had the words ""Open data"" which itself was a hyperlink. Does this count as a ""statement?""",yes,NA,1,1,https://osf.io/3r2q9/,yes,NA,https://osf.io/3r2q9/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000664,phuong,2020-04-28,yes,NA,no,NA,yes,NA,1,1,https://osf.io/487v9/?view_only=dd53baba3ed945649cda7314fb10a957,yes,NA,https://osf.io/487v9/?view_only=dd53baba3ed945649cda7314fb10a957,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000664,sophia,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/487v9/?view_only=dd53baba3ed945649cda7314fb10a957,yes,NA,https://osf.io/487v9/?view_only=dd53baba3ed945649cda7314fb10a957,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000672,oliver,2020-04-27,no,NA,other,"""Supplemental material"" at bottom - but no mention of ""open"" data/pratices. Link itself does not lead to a data file.",no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a000672,sophia,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/73puw/,yes,NA,https://osf.io/73puw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000672,steve,2020-08-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/73puw/,yes,NA,https://osf.io/73puw/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a000678,matthew,2020-04-26,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There was a visible hyperlink in the document, however it was unclickable.",NA,NA
a000678,sophia,2020-04-17,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a000678,steve,2020-08-08,yes,NA,other,"Standard JBPA link to ""Open data"" is there on the first page, but no URL attached. There is a link in a footnote later on.",yes,NA,1,1,https://dataverse.harvard.edu/dataverse/JBPA,yes,NA,https://dataverse.harvard.edu/dataverse/JBPA,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Link led to the journal's dataverse page, had to follow a link from that page to get to article data",NA,NA
a000719,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ah54c/,yes,NA,https://osf.io/ah54c/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000719,oliver,2020-04-24,yes,NA,other,"Mentioned incidentally, not explicit standalone data",yes,NA,1,1,osf.io/ah54c/,yes,NA,https://osf.io/ah54c/,yes,NA,OSF,yes,NA,other,"Lots of stratified files.Tested 1 batch of zip files - connection to host was successful, documents downloaded.",NA,NA,NA
a000719,sophia,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ah54c/,yes,NA,https://osf.io/ah54c/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000719,steve,2020-08-09,yes,NA,no,NA,yes,NA,1,1,https://osf.io/ah54c/,yes,NA,https://osf.io/ah54c/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a000724,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/OKZMIY,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OKZMIY,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000724,phuong,2020-04-22,yes,NA,no,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/OKZMIY.,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OKZMIY,yes,NA,Havard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000724,sophia,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/OKZMIY,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OKZMIY,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000750,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4fb7d,yes,NA,https://osf.io/4fb7d,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000750,oliver,2020-04-28,other,(see notes field),other,(not completed by coder),no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a000750,steve,2020-08-09,yes,NA,no,NA,yes,NA,2,1,https://osf.io/4fb7d/,yes,NA,https://osf.io/4fb7d,yes,NA,OSF Registries,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a000750,steve,2020-08-09,yes,NA,no,NA,yes,NA,2,2,https://osf.io.yiupc,other,"There was a typo in the URL as supplied, easily fixed",https://osf.io/yiupc/,yes,NA,OSF,yes,NA,yes,NA,"Unclear if this data was for the present article, or the article they were responding to",NA,NA
a000755,oliver,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,osf.io/hguz4/,yes,NA,https://osf.io/hguz4,yes,NA,OSF,yes,NA,yes,NA,NA,NA,NA
a000755,phuong,2020-04-17,yes,NA,no,NA,yes,NA,1,1,https://osf.io/hguz4/,yes,NA,https://osf.io/hguz4/,yes,NA,OSF,yes,NA,yes,NA,The data link was put in the footnote,NA,NA
a000799,adrian,2020-04-14,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/6s8tc/,yes,NA,https://osf.io/6s8tc/,yes,NA,OSF,yes,NA,yes,NA,Data badge not prominent,NA,NA
a000799,oliver,2020-04-21,no,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a000799,steve,2020-08-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/6s8tc,yes,NA,https://osf.io/6s8tc,yes,NA,OSF Registries,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a000808,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000808,kongmanas,2020-04-13,yes,NA,yes,NA,other,The article does not contain the URL to an online repository but it allows to click 'Open Data' which automatically connects to repository destination,1,1,N/A,other,"There is no URL given in the artile, but can click 'Open Data' to connect to repositary destination.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"There is no URL given in the artile, but can click 'Open Data' to connect to repositary destination.",NA,NA
a000808,michelle,2020-05-04,yes,NA,other,"Does not explicitly have a statement saying data is available, but there is the text 'Open Data' with a hyperlink",yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000851,michelle,2020-04-24,yes,NA,other,"No explicit reference to Open Data, rather it says that 'materials are available at https://www.iris-database.org/iris/app/home/detail?id5york%3a936220&ref5search/. However, text mentions 'The online databases were ERIC, LLBA,
PsycINFO, ProQuest, Cambridge Core, Google, and Google Scholar.'",no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a000851,sophia,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search/,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search/,yes,NA,IRIS,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000851,steve,2020-08-09,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search/,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search/,yes,NA,IRIS,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a000857,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/CPVIOF,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CPVIOF,yes,NA,Harvard Dataverse Network,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB,NA,NA
a000857,phuong,2020-04-17,yes,NA,no,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/CPVIOF.,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CPVIOF,yes,NA,OSF,yes,NA,other,files are larger than 100MB,The data badge was in black and white,NA,NA
a000857,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/CPVIOF,yes,NA,http://doi.org/10.7910/DVN/CPVIOF.,yes,NA,Harvard Dataverse Network,yes,NA,other,xip file was over 100MB,I didn't have any problems with this article,NA,NA
a000952,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jrp.2018.04.007,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0092656618300394?via%3Dihub,yes,NA,Science Direct,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000952,steve,2020-07-25,yes,NA,no,NA,yes,NA,1,1,https://doi.org/10.1016/j.jrp.2018.04.007,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0092656618300394?via%3Dihub,no,NA,NA,yes,NA,yes,NA,Link labelled as supplementary data - not immediately obvious that this was the shared data and code mentioned at the start of the results section. Data hosted on journal website (ScienceDirect),NA,NA
a000961,evelyn,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/hd6fw/,yes,NA,https://osf.io/hd6fw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000961,michelle,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,http://osf.io/zwrxc/,yes,NA,https://osf.io/zwrxc,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000961,steve,2020-08-27,yes,NA,other,"The link to data is part of the ""Acknowledgments"" section, at the very end - but the link is directly above where the badges have been placed, so the link is adjacent to the badges without being an explicit, separate data availability statement.",yes,NA,1,1,http://osf.io/zwrxc/,yes,NA,https://osf.io/zwrxc,yes,NA,OSF Registries,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a000983,evelyn,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5kpbj,yes,NA,https://osf.io/5kpbj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000983,michelle,2020-05-04,yes,NA,other,"Does not explicitly have a statement saying data is available, but rather 'All measures in the study are available at (link)'",yes,NA,1,1,https://osf.io/5kpbj/,yes,NA,https://osf.io/5kpbj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000983,steve,2020-08-09,yes,NA,no,NA,yes,NA,1,1,https://osf.io/5kpbj,yes,NA,https://osf.io/5kpbj/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a000996,evelyn,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4b2pc/,yes,NA,https://osf.io/4b2pc/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,NA
a000996,sophia,2020-04-24,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a000996,steve,2020-08-09,yes,NA,no,NA,yes,NA,1,1,https://doi.org/10.1016/j.cortex.2019.08.018,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0010945219303077?via%3Dihub,no,NA,NA,yes,NA,yes,NA,"Straightforward, no issues",NA,NA
a001016,kongmanas,2020-04-19,yes,NA,no,NA,other,There is a link in the first page which is not described as the link to data repositary,1,1,https://doi.org/10.1016/j.jrp.2019.01.001,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0092656618301776?via%3Dihub,other,The data file is in the ScienceDirect website,NA,yes,NA,yes,NA,"There is no data statement about the open data, but there is a link URL in the first page (which is not described as the link to data repositary). This URL leads  the ScienceDirect website which contains data files.",NA,NA
a001016,oliver,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,osf.io/cgzav/,yes,NA,https://osf.io/srcfa/,yes,NA,OSF,yes,NA,yes,NA,NA,NA,NA
a001016,steve,2020-08-09,yes,NA,no,NA,other,Links are on journal web page for article not in PDF,2,1,https://data.mendeley.com/datasets/hv7mxpct6f/3,yes,NA,https://data.mendeley.com/datasets/hv7mxpct6f/3,yes,NA,Mendeley,yes,NA,yes,NA,No indication of data availability in PDF,NA,NA
a001016,steve,2020-08-09,yes,NA,no,NA,other,Links are on journal web page for article not in PDF,2,2,https://data.mendeley.com/datasets/46ynjsp243/1,yes,NA,https://data.mendeley.com/datasets/46ynjsp243/1,yes,NA,Mendeley,yes,NA,yes,NA,No indication of data availability in PDF,NA,NA
