study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,resolved_url_cleaned,review_coding,review_notes,Publication Title,DOI,Publication Year,Author,Title
a000013,adrian,2020-04-05,yes,NA,yes,NA,yes,NA,1,1,http://thedata.harvard.edu/dvn/dv/lzav/faces/study/StudyPage.xhtml?globalId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,yes,NA,Dataverse,yes,NA,yes,NA,Ok,NA,http://thedata.harvard.edu/dvn/dv/lzav/faces/study/StudyPage.xhtml?globalId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,thedata.harvard.edu/dvn/dv/lzav/faces/study/StudyPage.xhtml?globalId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,FALSE,valid redirection - confirmed,Psychological Science,10.1177/0956797614561266,2015,"Zaval, Lisa; Markowitz, Ezra M.; Weber, Elke U.",How Will I Be Remembered? Conserving the Environment for the Sake of One’s Legacy
a000013,evelyn,2020-05-13,yes,NA,yes,NA,yes,NA,1,1,http://thedata.harvard.edu/dvn/dv/lzav/faces/study/StudyPage.xhtml?globalId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://thedata.harvard.edu/dvn/dv/lzav/faces/study/StudyPage.xhtml?globalId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,thedata.harvard.edu/dvn/dv/lzav/faces/study/StudyPage.xhtml?globalId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,FALSE,valid redirection - confirmed,Psychological Science,10.1177/0956797614561266,2015,"Zaval, Lisa; Markowitz, Ezra M.; Weber, Elke U.",How Will I Be Remembered? Conserving the Environment for the Sake of One’s Legacy
a000013,oliver,2020-04-25,yes,NA,yes,NA,yes,NA,1,1,thedata.harvard.edu/dvn/dv/lzav/faces/study/StudyPage.xhtml?globalId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,yes,NA,Harvard version of Dataverse,yes,NA,yes,NA,NA,NA,thedata.harvard.edu/dvn/dv/lzav/faces/study/StudyPage.xhtml?globalId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,thedata.harvard.edu/dvn/dv/lzav/faces/study/StudyPage.xhtml?globalId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/27740&studyListingIndex=3_81dd3734f5b119094c28f53886bc,FALSE,valid redirection - confirmed,Psychological Science,10.1177/0956797614561266,2015,"Zaval, Lisa; Markowitz, Ezra M.; Weber, Elke U.",How Will I Be Remembered? Conserving the Environment for the Sake of One’s Legacy
a000019,aniruddah,2020-05-15,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.17605/OSF.IO/YVE8F,yes,NA,https://osf.io/yve8f/,yes,NA,OSF,yes,NA,yes,NA,No issues with this article.,NA,https://doi.org/10.17605/OSF.IO/YVE8F,doi.org/10.17605/OSF.IO/YVE8F,osf.io/yve8f,FALSE,link_url was a DOI shortcut to a OSF repo - was able to match unique info in link_url to unique info in resolved_url,The Journal of Social Psychology,10.1080/00224545.2018.1505709,2019,"Fousiani, Kyriaki; Michaelides, Michalis; Dimitropoulou, Panagiota",The effects of ethnic group membership on bullying at school: when do observers dehumanize bullies?
a000019,matthew,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.17605/OSF.IO/YVE8F,yes,NA,https://osf.io/yve8f/,yes,NA,OSF,yes,NA,yes,NA,No problems with this article,NA,https://doi.org/10.17605/OSF.IO/YVE8F,doi.org/10.17605/OSF.IO/YVE8F,osf.io/yve8f,FALSE,link_url was a DOI shortcut to a OSF repo - was able to match unique info in link_url to unique info in resolved_url,The Journal of Social Psychology,10.1080/00224545.2018.1505709,2019,"Fousiani, Kyriaki; Michaelides, Michalis; Dimitropoulou, Panagiota",The effects of ethnic group membership on bullying at school: when do observers dehumanize bullies?
a000019,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.17605/OSF.IO/YVE8F,yes,NA,https://osf.io/yve8f/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.17605/OSF.IO/YVE8F,doi.org/10.17605/OSF.IO/YVE8F,osf.io/yve8f,FALSE,link_url was a DOI shortcut to a OSF repo - was able to match unique info in link_url to unique info in resolved_url,The Journal of Social Psychology,10.1080/00224545.2018.1505709,2019,"Fousiani, Kyriaki; Michaelides, Michalis; Dimitropoulou, Panagiota",The effects of ethnic group membership on bullying at school: when do observers dehumanize bullies?
a000030,evelyn,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/ZSYWHO,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSYWHO,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://dx.doi.org/10.7910/DVN/ZSYWHO,dx.doi.org/10.7910/DVN/ZSYWHO,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSYWHO,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12268,2017,"Knutsen, Carl Henrik; Kotsadam, Andreas; Olsen, Eivind Hammersmark; Wig, Tore",Mining and Local Corruption in Africa
a000030,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/ZSYWHO,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSYWHO,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://dx.doi.org/10.7910/DVN/ZSYWHO,dx.doi.org/10.7910/DVN/ZSYWHO,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSYWHO,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12268,2017,"Knutsen, Carl Henrik; Kotsadam, Andreas; Olsen, Eivind Hammersmark; Wig, Tore",Mining and Local Corruption in Africa
a000032,andy,2020-07-16,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.6096/MISTRALS-HyMeX.1406,yes,NA,https://mistrals.sedoo.fr/HyMeX/?editDatsId=1406,other,Repository for a specific research program only,NA,yes,NA,other,Need a a password to login to download,NA,NA,https://doi.org/10.6096/MISTRALS-HyMeX.1406,doi.org/10.6096/MISTRALS-HyMeX.1406,mistrals.sedoo.fr/HyMeX/?editDatsId=1406,NA,NA,Geoscience Data Journal,10.1002/gdj3.57,2018,"Bouvier, Christophe; Patris, Nicolas; Freydier, Rémi; Guilhe‐Batiot, Christelle; Seidel, Jean-Luc; Taupin, Jean-Denis; Brunet, Pascal; Remes, Aurore","The Floodscale experiment in the small catchment of Valescure, France: An overview of the isotopic and geochemical data base"
a000032,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.6096/MISTRALS-HyMeX.1406,yes,NA,https://mistrals.sedoo.fr/HyMeX/?editDatsId=1406,yes,NA,HyMeX database,other,Account registration required,no,NA,Account required to access the HyMeX database,NA,https://doi.org/10.6096/MISTRALS-HyMeX.1406,doi.org/10.6096/MISTRALS-HyMeX.1406,mistrals.sedoo.fr/HyMeX/?editDatsId=1406,NA,NA,Geoscience Data Journal,10.1002/gdj3.57,2018,"Bouvier, Christophe; Patris, Nicolas; Freydier, Rémi; Guilhe‐Batiot, Christelle; Seidel, Jean-Luc; Taupin, Jean-Denis; Brunet, Pascal; Remes, Aurore","The Floodscale experiment in the small catchment of Valescure, France: An overview of the isotopic and geochemical data base"
a000039,evelyn,2020-04-04,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/7EWDRF,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/7EWDRF,yes,NA,Harvard Dataverse,yes,NA,other,The total data file size was greater than 100MB,The total data file size was greater than 100MB,NA,https://doi.org/10.7910/DVN/7EWDRF,doi.org/10.7910/DVN/7EWDRF,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/7EWDRF,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12376,2018,"Bonica, Adam",Inferring Roll-Call Scores from Campaign Contributions Using Supervised Machine Learning
a000039,michelle,2020-04-28,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/7EWDRF,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/7EWDRF,yes,NA,HAVARD DATAVERSE,yes,NA,other,File size exceeds 100MB,File now downloaded as size > 100MB,NA,https://doi.org/10.7910/DVN/7EWDRF,doi.org/10.7910/DVN/7EWDRF,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/7EWDRF,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12376,2018,"Bonica, Adam",Inferring Roll-Call Scores from Campaign Contributions Using Supervised Machine Learning
a000041,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.17605/OSF.IO/GDTPM,yes,NA,https://osf.io/gdtpm/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,http://doi.org/10.17605/OSF.IO/GDTPM,http://doi.org/10.17605/OSF.IO/GDTPM,doi.org/10.17605/OSF.IO/GDTPM,osf.io/gdtpm,FALSE,link_url was a DOI shortcut to a OSF repo - was able to match unique info in link_url to unique info in resolved_url,Journal of Experimental Social Psychology,10.1016/j.jesp.2017.10.003,2017,"Fath, Sean; Proudfoot, Devon; Kay, Aaron C.",Effective to a fault: Organizational structure predicts attitudes toward minority organizations
a000041,kongmanas,2020-04-12,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.17605/OSF.IO/GDTPM,yes,NA,https://osf.io/gdtpm/,yes,NA,OSF,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",http://doi.org/10.17605/OSF.IO/GDTPM,http://doi.org/10.17605/OSF.IO/GDTPM,doi.org/10.17605/OSF.IO/GDTPM,osf.io/gdtpm,FALSE,link_url was a DOI shortcut to a OSF repo - was able to match unique info in link_url to unique info in resolved_url,Journal of Experimental Social Psychology,10.1016/j.jesp.2017.10.003,2017,"Fath, Sean; Proudfoot, Devon; Kay, Aaron C.",Effective to a fault: Organizational structure predicts attitudes toward minority organizations
a000041,oliver,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,OSF.IO/GDTPM,yes,NA,https://osf.io/gdtpm/,yes,NA,OSF,yes,NA,yes,NA,NA,http://doi.org/10.17605/OSF.IO/GDTPM,http://doi.org/10.17605/OSF.IO/GDTPM,doi.org/10.17605/OSF.IO/GDTPM,osf.io/gdtpm,FALSE,link_url was a DOI shortcut to a OSF repo - was able to match unique info in link_url to unique info in resolved_url,Journal of Experimental Social Psychology,10.1016/j.jesp.2017.10.003,2017,"Fath, Sean; Proudfoot, Devon; Kay, Aaron C.",Effective to a fault: Organizational structure predicts attitudes toward minority organizations
a000049,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/DTFR60,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DTFR60,yes,NA,Dataverse,yes,NA,yes,NA,Ok,NA,http://dx.doi.org/10.7910/DVN/DTFR60,dx.doi.org/10.7910/DVN/DTFR60,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DTFR60,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12275,2017,"Barber, Michael J.; Canes‐Wrone, Brandice; Thrower, Sharece",Ideologically Sophisticated Donors: Which Candidates Do Individual Contributors Finance?
a000049,matthew,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/DTFR60,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DTFR60,yes,NA,Harvard Dataverse,yes,NA,yes,NA,No problems with this article,NA,http://dx.doi.org/10.7910/DVN/DTFR60,dx.doi.org/10.7910/DVN/DTFR60,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DTFR60,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12275,2017,"Barber, Michael J.; Canes‐Wrone, Brandice; Thrower, Sharece",Ideologically Sophisticated Donors: Which Candidates Do Individual Contributors Finance?
a000100,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/z6sdm/,yes,NA,https://osf.io/z6sdm/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,https://doi.org/10.17605/OSF.IO/Z6SDM,https://doi.org/10.17605/OSF.IO/Z6SDM,doi.org/10.17605/OSF.IO/Z6SDM,osf.io/z6sdm,FALSE,link_url was a DOI shortcut to a OSF repo - was able to match unique info in link_url to unique info in resolved_url,Meta-Psychology,10.15626/MP.2018.880,2019,"Imhoff, Roland; Messer, Mario",In search of Experimental Evidence for Secondary Antisemitism:
a000100,kongmanas,2020-04-21,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.17605/OSF.IO/Z6SDM,yes,NA,https://osf.io/z6sdm/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,https://doi.org/10.17605/OSF.IO/Z6SDM,https://doi.org/10.17605/OSF.IO/Z6SDM,doi.org/10.17605/OSF.IO/Z6SDM,osf.io/z6sdm,FALSE,link_url was a DOI shortcut to a OSF repo - was able to match unique info in link_url to unique info in resolved_url,Meta-Psychology,10.15626/MP.2018.880,2019,"Imhoff, Roland; Messer, Mario",In search of Experimental Evidence for Secondary Antisemitism:
a000100,phuong,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.17605/OSF.IO/Z6SDM,yes,NA,https://osf.io/z6sdm/,yes,NA,OSF,yes,NA,yes,NA,The data link was put in the heater of the 1st page,https://doi.org/10.17605/OSF.IO/Z6SDM,https://doi.org/10.17605/OSF.IO/Z6SDM,doi.org/10.17605/OSF.IO/Z6SDM,osf.io/z6sdm,FALSE,link_url was a DOI shortcut to a OSF repo - was able to match unique info in link_url to unique info in resolved_url,Meta-Psychology,10.15626/MP.2018.880,2019,"Imhoff, Roland; Messer, Mario",In search of Experimental Evidence for Secondary Antisemitism:
a000103,kongmanas,2020-04-12,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/VEPHLS,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VEPHLS,yes,NA,Harvard Dataverse,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://doi.org/10.7910/DVN/VEPHLS,doi.org/10.7910/DVN/VEPHLS,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VEPHLS,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12327,2017,"Lupu, Noam; Peisakhin, Leonid",The Legacy of Political Violence across Generations
a000103,oliver,2020-04-29,yes,NA,yes,NA,yes,NA,1,1,doi.org/10.7910/DVN/VEPHLS,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VEPHLS,yes,NA,Harvard version of Dataverse,yes,NA,yes,NA,NA,NA,doi.org/10.7910/DVN/VEPHLS,doi.org/10.7910/DVN/VEPHLS,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VEPHLS,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12327,2017,"Lupu, Noam; Peisakhin, Leonid",The Legacy of Political Violence across Generations
a000106,evelyn,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/CQXHTH,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.7910/DVN/CQXHTH,doi.org/10.7910/DVN/CQXHTH,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12397,2019,"Chang, Han Il; Peisakhin, Leonid",Building Cooperation among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon
a000106,sophia,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/CQXHTH,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.7910/DVN/CQXHTH,doi.org/10.7910/DVN/CQXHTH,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12397,2019,"Chang, Han Il; Peisakhin, Leonid",Building Cooperation among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon
a000108,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5061/dryad.cn20jv8,yes,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.cn20jv8,yes,NA,DRYAD,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.5061/dryad.cn20jv8,doi.org/10.5061/dryad.cn20jv8,datadryad.org/stash/dataset/doi:10.5061/dryad.cn20jv8,FALSE,link_url was a DOI shortcut to a Dryad repo - was able to match unique info in link_url to unique info in resolved_url,Psychological Science,10.1177/0956797618800042,2018,"Rosati, Alexandra G.; DiNicola, Lauren M.; Buckholtz, Joshua W.",Chimpanzee Cooperation Is Fast and Independent From Self-Control
a000108,steve,2020-07-23,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5061/dryad.cn20jv8,yes,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.cn20jv8,yes,NA,Dryad,yes,NA,yes,NA,"Straightforward, no issues",NA,https://doi.org/10.5061/dryad.cn20jv8,doi.org/10.5061/dryad.cn20jv8,datadryad.org/stash/dataset/doi:10.5061/dryad.cn20jv8,FALSE,link_url was a DOI shortcut to a Dryad repo - was able to match unique info in link_url to unique info in resolved_url,Psychological Science,10.1177/0956797618800042,2018,"Rosati, Alexandra G.; DiNicola, Lauren M.; Buckholtz, Joshua W.",Chimpanzee Cooperation Is Fast and Independent From Self-Control
a000138,michelle,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.21985/N2VR0V,yes,NA,https://arch.library.northwestern.edu/concern/generic_works/8336h212d,yes,NA,NORTHWESTERN,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.21985/N2VR0V,doi.org/10.21985/N2VR0V,arch.library.northwestern.edu/concern/generic_works/8336h212d,FALSE,doi used redirects to northwestern repo - confirmed,Clinical Psychological Science,10.1177/2167702619842561,2019,"Feinstein, Brian A.; McConnell, Elizabeth; Dyar, Christina; Mustanski, Brian; Newcomb, Michael E.",The Influence of Stress on Depression and Substance Use Problems Among Young Male Same-Sex Couples: Relationship Functioning as an Underlying Mechanism
a000138,steve,2020-07-23,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.21985/N2VR0V,yes,NA,https://arch.library.northwestern.edu/concern/generic_works/8336h212d,yes,NA,ARCH (Northwestern University),yes,NA,yes,NA,"Straightforward, no issues",NA,https://doi.org/10.21985/N2VR0V,doi.org/10.21985/N2VR0V,arch.library.northwestern.edu/concern/generic_works/8336h212d,FALSE,doi used redirects to northwestern repo - confirmed,Clinical Psychological Science,10.1177/2167702619842561,2019,"Feinstein, Brian A.; McConnell, Elizabeth; Dyar, Christina; Mustanski, Brian; Newcomb, Michael E.",The Influence of Stress on Depression and Substance Use Problems Among Young Male Same-Sex Couples: Relationship Functioning as an Underlying Mechanism
a000142,andy,2020-10-27,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/WD3IUA,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,yes,NA,Harvard Dataverse,yes,NA,yes,NA,No issues,NA,https://doi.org/10.7910/DVN/WD3IUA,doi.org/10.7910/DVN/WD3IUA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,NA,NA,Journal of Behavioral Public Administration,10.30636/jbpa.12.34,2019,"Grimmelikhuijsen, Stephan; John, Peter; Meijer, Albert; Worthy, Ben",Do freedom of information laws increase transparency of government? A replication of a field experiment
a000142,aniruddah,2020-05-11,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/WD3IUA,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,yes,NA,Harvard Dataverse,yes,NA,yes,NA,The link in the article leading to the repository was copied from under the link location of the actual hyperlink in the article.,NA,https://doi.org/10.7910/DVN/WD3IUA,doi.org/10.7910/DVN/WD3IUA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,Journal of Behavioral Public Administration,10.30636/jbpa.12.34,2019,"Grimmelikhuijsen, Stephan; John, Peter; Meijer, Albert; Worthy, Ben",Do freedom of information laws increase transparency of government? A replication of a field experiment
a000142,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/WD3IUA,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.7910/DVN/WD3IUA,doi.org/10.7910/DVN/WD3IUA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WD3IUA,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,Journal of Behavioral Public Administration,10.30636/jbpa.12.34,2019,"Grimmelikhuijsen, Stephan; John, Peter; Meijer, Albert; Worthy, Ben",Do freedom of information laws increase transparency of government? A replication of a field experiment
a000144,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/EZSJ1S,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EZSJ1S,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.7910/DVN/EZSJ1S,doi.org/10.7910/DVN/EZSJ1S,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EZSJ1S,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12357,2018,"Montgomery, Jacob M.; Nyhan, Brendan; Torres, Michelle",How Conditioning on Posttreatment Variables Can Ruin Your Experiment and What to Do about It
a000144,nguyenlam,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/EZSJ1S,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EZSJ1S,yes,NA,Harvard Dataverse,yes,NA,yes,NA,Not have any problems,NA,https://doi.org/10.7910/DVN/EZSJ1S,doi.org/10.7910/DVN/EZSJ1S,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EZSJ1S,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12357,2018,"Montgomery, Jacob M.; Nyhan, Brendan; Torres, Michelle",How Conditioning on Posttreatment Variables Can Ruin Your Experiment and What to Do about It
a000144,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/EZSJ1S,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EZSJ1S,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.7910/DVN/EZSJ1S,doi.org/10.7910/DVN/EZSJ1S,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EZSJ1S,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,American Journal of Political Science,10.1111/ajps.12357,2018,"Montgomery, Jacob M.; Nyhan, Brendan; Torres, Michelle",How Conditioning on Posttreatment Variables Can Ruin Your Experiment and What to Do about It
a000149,matthew,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/7TA47E,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/7TA47E,yes,NA,Harvard Dataverse,yes,NA,yes,NA,No problems with this article,NA,http://dx.doi.org/10.7910/DVN/7TA47E,dx.doi.org/10.7910/DVN/7TA47E,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/7TA47E,FALSE,link_url was a DOI shortcut to a Dataverse repo - was able to match unique info in link_url to unique info in resolved_url,Psychological Science,10.1177/0956797617693005,2017,"Plebanek, Daniel J.; Sloutsky, Vladimir M.",Costs of Selective Attention: When Children Notice What Adults Miss
