batch_id,batch_date,study_id,Publication Year,Author,Title,Publication Title,pdf_filename
batch0015,2020-04-03,a000013,2015,"Zaval, Lisa; Markowitz, Ezra M.; Weber, Elke U.",How Will I Be Remembered? Conserving the Environment for the Sake of One’s Legacy,Psychological Science,batch0015/a000013/a000013_article.pdf
batch0015,2020-04-03,a000132,2019,"Pusch, Sebastian; Mund, Marcus; Hagemeyer, Birk; Finn, Christine",Personality Development in Emerging and Young Adulthood: A Study of Age Differences,European Journal of Personality,batch0015/a000132/a000132_article.pdf
batch0015,2020-04-03,a000154,2019,"Miranda, Robert; Wemm, Stephanie E.; Treloar Padovano, Hayley; Carpenter, Ryan W.; Emery, Noah N.; Gray, Joshua C.; Mereish, Ethan H.",Weaker Memory Performance Exacerbates Stress-Induced Cannabis Craving in Youths’ Daily Lives,Clinical Psychological Science,batch0015/a000154/a000154_article.pdf
batch0015,2020-04-03,a000168,2017,"Daly, Michael; Robinson, Eric; Sutin, Angelina R.",Does Knowing Hurt? Perceiving Oneself as Overweight Predicts Future Physical Health and Well-Being,Psychological Science,batch0015/a000168/a000168_article.pdf
batch0015,2020-04-03,a000191,2015,"Dawtry, Rael J.; Sutton, Robbie M.; Sibley, Chris G.","Why Wealthier People Think People Are Wealthier, and Why It Matters: From Social Sampling to Attitudes to Redistribution",Psychological Science,batch0015/a000191/a000191_article.pdf
batch0015,2020-04-03,a000192,2017,Ahn Sunyoung; Chang Charles B.; DeKeyser Robert; Lee‐Ellis Sunyoung,Age Effects in First Language Attrition: Speech Perception by Korean‐English Bilinguals,Language Learning,batch0015/a000192/a000192_article.pdf
batch0015,2020-04-03,a000207,2019,"Satchell, Liam Paul",From photograph to face-to-face: Brief interactions change person and personality judgments,Journal of Experimental Social Psychology,batch0015/a000207/a000207_article.pdf
batch0015,2020-04-03,a000216,2018,"Mackinnon, Sean P.; Firth, Samantha",The effect of question structure on self-reported drinking: Ascending versus descending order effects,Journal of Research in Personality,batch0015/a000216/a000216_article.pdf
batch0015,2020-04-03,a000386,2019,"Mrkva, Kellen; Westfall, Jacob; Van Boven, Leaf",Attention Drives Emotion: Voluntary Visual Attention Increases Perceived Emotional Intensity,Psychological Science,batch0015/a000386/a000386_article.pdf
batch0015,2020-04-03,a000410,2019,"Kievit, Rogier A.; Hofman, Abe D.; Nation, Kate",Mutualistic Coupling Between Vocabulary and Reasoning in Young Children: A Replication and Extension of the Study by Kievit et al. (2017),Psychological Science,batch0015/a000410/a000410_article.pdf
batch0015,2020-04-03,a000412,2019,"Białek, Michał; Paruzel-Czachura, Mariola; Gawronski, Bertram",Foreign language effects on moral dilemma judgments: An analysis using the CNI model,Journal of Experimental Social Psychology,batch0015/a000412/a000412_article.pdf
batch0015,2020-04-03,a000531,2016,"Chen, Stephanie Y.; Urminsky, Oleg; Bartels, Daniel M.",Beliefs About the Causal Structure of the Self-Concept Determine Which Changes Disrupt Personal Identity,Psychological Science,batch0015/a000531/a000531_article.pdf
batch0015,2020-04-03,a000553,2018,"Morgan-Short, Kara; Marsden, Emma; Heil, Jeanne; Issa II, Bernard I.; Leow, Ronald P.; Mikhaylova, Anna; Mikołajczak, Sylwia; Moreno, Nina; Slabakova, Roumyana; Szudarski, Paweł",Multisite Replication in Second Language Acquisition Research: Attention to Form During Listening and Reading Comprehension,Language Learning,batch0015/a000553/a000553_article.pdf
batch0015,2020-04-03,a000567,2019,"Quoidbach, Jordi; Taquet, Maxime; Desseilles, Martin; de Montjoye, Yves-Alexandre; Gross, James J.",Happiness and Social Behavior,Psychological Science,batch0015/a000567/a000567_article.pdf
batch0015,2020-04-03,a000580,2019,"McAuliffe, William H. B.; Forster, Daniel E.; Pedersen, Eric J.; McCullough, Michael E.",Does Cooperation in the Laboratory Reflect the Operation of a Broad Trait?,European Journal of Personality,batch0015/a000580/a000580_article.pdf
batch0015,2020-04-03,a000583,2019,"Epskamp, Sacha",Reproducibility and Replicability in a Fast-Paced Methodological World,Advances in Methods and Practices in Psychological Science,batch0015/a000583/a000583_article.pdf
batch0015,2020-04-03,a000616,2018,"Hitchcock, Caitlin; Golden, Ann-Marie J.; Werner-Seidler, Aliza; Kuyken, Willem; Dalgleish, Tim",The Impact of Affective Context on Autobiographical Recollection in Depression,Clinical Psychological Science,batch0015/a000616/a000616_article.pdf
batch0015,2020-04-03,a000653,2019,"Deri, Sebastian; Stein, Daniel H.; Bohns, Vanessa K.",With a little help from my friends (and strangers): Closeness as a moderator of the underestimation-of-compliance effect,Journal of Experimental Social Psychology,batch0015/a000653/a000653_article.pdf
batch0015,2020-04-03,a000667,2016,"Krasnow, Max M.; Delton, Andrew W.; Cosmides, Leda; Tooby, John",Looking Under the Hood of Third-Party Punishment Reveals Design for Personal Benefit,Psychological Science,batch0015/a000667/a000667_article.pdf
batch0015,2020-04-03,a000705,2015,"Asbrock, Frank; Kauff, Mathias",Authoritarian Disbeliefs in Diversity,The Journal of Social Psychology,batch0015/a000705/a000705_article.pdf
batch0015,2020-04-03,a000718,2019,"Columbus, Simon; Thielmann, Isabel; Balliet, Daniel",Situational Affordances for Prosocial Behaviour: On the Interaction Between Honesty-Humility and (Perceived) Interdependence,European Journal of Personality,batch0015/a000718/a000718_article.pdf
batch0015,2020-04-03,a000787,2018,"Iannone, Nicole E.; McCarty, Megan K.; Branch, Sara E.; Kelly, Janice R.",Connecting in the Twitterverse: Using Twitter to satisfy unmet belonging needs,The Journal of Social Psychology,batch0015/a000787/a000787_article.pdf
batch0015,2020-04-03,a000796,2017,"Jordan, Jillian J.; Sommers, Roseanna; Bloom, Paul; Rand, David G.",Why Do We Hate Hypocrites? Evidence for a Theory of False Signaling,Psychological Science,batch0015/a000796/a000796_article.pdf
batch0015,2020-04-03,a000816,2017,"Kool, Wouter; Gershman, Samuel J.; Cushman, Fiery A.",Cost-Benefit Arbitration Between Multiple Reinforcement-Learning Systems,Psychological Science,batch0015/a000816/a000816_article.pdf
batch0015,2020-04-03,a000910,2019,"Lupo, Amber K.; Zárate, Michael A.",Guilty by association: Time-dependent memory consolidation facilitates the generalization of negative – but not positive – person memories to group and self-judgments,Journal of Experimental Social Psychology,batch0015/a000910/a000910_article.pdf
batch0015,2020-04-03,a000986,2018,"Wilson, John Paul; Young, Steven G.; Rule, Nicholas O.; Hugenberg, Kurt",Configural processing and social judgments: Face inversion particularly disrupts inferences of human-relevant traits,Journal of Experimental Social Psychology,batch0015/a000986/a000986_article.pdf
batch0015,2020-04-03,a001008,2017,Anglim Jeromy; Morse Gavin; De Vries Reinout E.; MacCann Carolyn; Marty Andrew; Mõttus René,Comparing Job Applicants to Non‐applicants Using an Item‐level Bifactor Model on the HEXACO Personality Inventory,European Journal of Personality,batch0015/a001008/a001008_article.pdf
batch0015,2020-04-03,a001015,2016,"Lau, Tatiana; Morewedge, Carey K.; Cikara, Mina",Overcorrection for Social-Categorization Information Moderates Impact Bias in Affective Forecasting,Psychological Science,batch0015/a001015/a001015_article.pdf
batch0015,2020-04-03,a001059,2019,"Block, Katharina; Croft, Alyssa; De Souza, Lucy; Schmader, Toni",Do people care if men don't care about caring? The asymmetry in support for changing gender roles,Journal of Experimental Social Psychology,batch0015/a001059/a001059_article.pdf
batch0015,2020-04-03,a001110,2018,"Cuddy, Amy J. C.; Schultz, S. Jack; Fosse, Nathan E.",<i>P</i> -Curving a More Comprehensive Body of Research on Postural Feedback Reveals Clear Evidential Value for Power-Posing Effects: Reply to Simmons and Simonsohn (2017),Psychological Science,batch0015/a001110/a001110_article.pdf
batch0015,2020-04-03,a001186,2015,"Slatcher, Richard B.; Selcuk, Emre; Ong, Anthony D.",Perceived Partner Responsiveness Predicts Diurnal Cortisol Profiles 10 Years Later,Psychological Science,batch0015/a001186/a001186_article.pdf
batch0015,2020-04-03,a001206,2018,"Ballingrud, Gordon; Dougherty, Keith L.",Coalitional Instability and the Three-Fifths Compromise,American Journal of Political Science,batch0015/a001206/a001206_article.pdf
batch0015,2020-04-03,a001245,2019,"Cook, Scott J.; Weidmann, Nils B.",Lost in Aggregation: Improving Event Analysis with Report-Level Data,American Journal of Political Science,batch0015/a001245/a001245_article.pdf
batch0015,2020-04-03,a001250,2019,"Kandler, Christian; Waaktaar, Trine; Mõttus, René; Riemann, Rainer; Torgersen, Svenn",Unravelling the Interplay Between Genetic and Environmental Contributions in the Unfolding of Personality Differences from Early Adolescence to Young Adulthood,European Journal of Personality,batch0015/a001250/a001250_article.pdf
batch0015,2020-04-03,a001285,2018,"Norouzian, Reza; de Miranda, Michael; Plonsky, Luke",The Bayesian Revolution in Second Language Research: An Applied Approach,Language Learning,batch0015/a001285/a001285_article.pdf
batch0015,2020-04-03,a001352,2019,"Ballard, Timothy; Sewell, David K.; Cosgrove, Daniel; Neal, Andrew",Information Processing Under Reward Versus Under Punishment,Psychological Science,batch0015/a001352/a001352_article.pdf
batch0015,2020-04-03,a001376,2018,"Shepperd, James A.; Pogge, Gabrielle; Losee, Joy E.; Lipsey, Nikolette P.; Redford, Liz",Gun attitudes on campus: United and divided by safety needs,The Journal of Social Psychology,batch0015/a001376/a001376_article.pdf
batch0015,2020-04-03,a001482,2017,"Powell, Derek; Yu, Jingqi; DeWolf, Melissa; Holyoak, Keith J.",The Love of Large Numbers: A Popularity Bias in Consumer Choice,Psychological Science,batch0015/a001482/a001482_article.pdf
batch0015,2020-04-03,a001501,2017,"Hemker, Johannes; Rink, Anselm",Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices,American Journal of Political Science,batch0015/a001501/a001501_article.pdf
batch0015,2020-04-03,a001653,2016,"Bakker, Marjan; Hartgerink, Chris H. J.; Wicherts, Jelte M.; Maas, Han L. J. van der",Researchers’ Intuitions About Power in Psychological Research,Psychological Science,batch0015/a001653/a001653_article.pdf
