batch_id,batch_date,study_id,Publication Year,Author,Title,Publication Title,pdf_filename
batch0011,2020-04-03,a000001,2019,"Patihis, Lawrence; Cruz, Cristobal S.; Herrera, Mario E.",Changing Current Appraisals of Mothers Leads to Changes in Childhood Memories of Love Toward Mothers,Clinical Psychological Science,batch0011/a000001/a000001_article.pdf
batch0011,2020-04-03,a000005,2019,"Rychlowska, Magdalena; van der Schalk, Job; Gratch, Jonathan; Breitinger, Eva; Manstead, Antony S. R.",Beyond actions: Reparatory effects of regret in intergroup trust games,Journal of Experimental Social Psychology,batch0011/a000005/a000005_article.pdf
batch0011,2020-04-03,a000081,2018,"Borghuis, Jeroen; Denissen, Jaap J.A.; Sijtsma, Klaas; Branje, Susan; Meeus, Wim H.J.; Bleidorn, Wiebke",Positive Daily Experiences Are Associated with Personality Trait Changes in Middle-aged Mothers,European Journal of Personality,batch0011/a000081/a000081_article.pdf
batch0011,2020-04-03,a000109,2018,"Erle, Thorsten M.; Ruessmann, Janna K.; Topolinski, Sascha",The effects of visuo-spatial perspective-taking on trust,Journal of Experimental Social Psychology,batch0011/a000109/a000109_article.pdf
batch0011,2020-04-03,a000139,2019,"Hilgard, Joseph",Comment on Yoon and Vargas (2014): An Implausibly Large Effect From Implausibly Invariant Data,Psychological Science,batch0011/a000139/a000139_article.pdf
batch0011,2020-04-03,a000158,2019,"Garric, Clémentine; Sebaa, Aïda; Caetta, Florent; Perez, Céline; Savatovsky, Julien; Sergent, Claire; Chokron, Sylvie",Dissociation between objective and subjective perceptual experiences in a population of hemianopic patients: A new form of blindsight?,Cortex,batch0011/a000158/a000158_article.pdf
batch0011,2020-04-03,a000159,2019,"Thigpen, Nina; Petro, Nathan M.; Oschwald, Jessica; Oberauer, Klaus; Keil, Andreas",Selection of Visual Objects in Perception and Working Memory One at a Time,Psychological Science,batch0011/a000159/a000159_article.pdf
batch0011,2020-04-03,a000214,2019,"Marchlewska, Marta; Cichocka, Aleksandra; Łozowski, Filip; Górska, Paulina; Winiewski, Mikołaj",In search of an imaginary enemy: Catholic collective narcissism and the endorsement of gender conspiracy beliefs,The Journal of Social Psychology,batch0011/a000214/a000214_article.pdf
batch0011,2020-04-03,a000244,2019,"Doornkamp, Laura; Bekerom, Petra Van den; Groeneveld, Sandra",The individual level effect of symbolic representation: An experimental study on teacher-student gender congruence and students’ perceived abilities in math,Journal of Behavioral Public Administration,batch0011/a000244/a000244_article.pdf
batch0011,2020-04-03,a000294,2019,"Vardy, Tom; Atkinson, Quentin D.",Property Damage and Exposure to Other People in Distress Differentially Predict Prosocial Behavior After a Natural Disaster,Psychological Science,batch0011/a000294/a000294_article.pdf
batch0011,2020-04-03,a000358,2019,"Buchwald, Adam; Calhoun, Holly; Rimikis, Stacey; Lowe, Mara Steinberg; Wellner, Rebecca; Edwards, Dylan J.",Using tDCS to facilitate motor learning in speech production: The role of timing,Cortex,batch0011/a000358/a000358_article.pdf
batch0011,2020-04-03,a000362,2015,"Enge, Luke R.; Lupo, Amber K.; Zárate, Michael A.",Neurocognitive Mechanisms of Prejudice Formation: The Role of Time-Dependent Memory Consolidation,Psychological Science,batch0011/a000362/a000362_article.pdf
batch0011,2020-04-03,a000377,2018,NA,Corrigendum: Group Influences on Engaging Self-Control: Children Delay Gratification and Value It More When Their In-Group Delays and Their Out-Group Doesn’t,Psychological Science,batch0011/a000377/a000377_article.pdf
batch0011,2020-04-03,a000410,2019,"Kievit, Rogier A.; Hofman, Abe D.; Nation, Kate",Mutualistic Coupling Between Vocabulary and Reasoning in Young Children: A Replication and Extension of the Study by Kievit et al. (2017),Psychological Science,batch0011/a000410/a000410_article.pdf
batch0011,2020-04-03,a000544,2019,"Ram, Hadar; Liberman, Nira",The relative contribution of response bias and weighting-of-similarity bias to valence asymmetry in attitude generalization,Journal of Experimental Social Psychology,batch0011/a000544/a000544_article.pdf
batch0011,2020-04-03,a000569,2019,"Zlatev, Julian J.","I May Not Agree With You, but I Trust You: Caring About Social Issues Signals Integrity",Psychological Science,batch0011/a000569/a000569_article.pdf
batch0011,2020-04-03,a000687,2019,"Bassolino, Michela; Bouzerda-Wahlen, Aurélie; Moix, Viviane; Bellmann, Anne; Herbelin, Bruno; Serino, Andrea; Blanke, Olaf","You or me? Disentangling perspectival, perceptual, and integrative mechanisms in heterotopagnosia",Cortex,batch0011/a000687/a000687_article.pdf
batch0011,2020-04-03,a000724,2019,"Hassell, Hans J. G.; Visalvanich, Neil","The Party's Primary Preferences: Race, Gender, and Party Support of Congressional Primary Candidates",American Journal of Political Science,batch0011/a000724/a000724_article.pdf
batch0011,2020-04-03,a000757,2019,"Gómez, Ángel; Vázquez, Alexandra; López-Rodríguez, Lucía; Talaifar, Sanaz; Martínez, Mercedes; Buhrmester, Michael D.; Swann, William B.",Why people abandon groups: Degrading relational vs collective ties uniquely impacts identity fusion and identification,Journal of Experimental Social Psychology,batch0011/a000757/a000757_article.pdf
batch0011,2020-04-03,a000904,2015,"Groot, Jasper H. B. de; Smeets, Monique A. M.; Rowson, Matt J.; Bulsing, Patricia J.; Blonk, Cor G.; Wilkinson, Joy E.; Semin, Gün R.",A Sniff of Happiness,Psychological Science,batch0011/a000904/a000904_article.pdf
batch0011,2020-04-03,a000948,2019,"Everaert, Jonas; Joormann, Jutta","Emotion Regulation Difficulties Related to Depression and Anxiety: A Network Approach to Model Relations Among Symptoms, Positive Reappraisal, and Repetitive Negative Thinking",Clinical Psychological Science,batch0011/a000948/a000948_article.pdf
batch0011,2020-04-03,a000992,2014,"Joel, Samantha; Teper, Rimma; MacDonald, Geoff",People Overestimate Their Willingness to Reject Potential Romantic Partners by Overlooking Their Concern for Other People,Psychological Science,batch0011/a000992/a000992_article.pdf
batch0011,2020-04-03,a001015,2016,"Lau, Tatiana; Morewedge, Carey K.; Cikara, Mina",Overcorrection for Social-Categorization Information Moderates Impact Bias in Affective Forecasting,Psychological Science,batch0011/a001015/a001015_article.pdf
