batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0054,2020-04-24,a000029,"Sened, Haran; Lazarus, Gal; Gleason, Marci E. J.; Rafaeli, Eshkol; Fleeson, William",2018,The Use of Intensive Longitudinal Methods in Explanatory Personality Research,European Journal of Personality,batch0054/a000029/a000029_article.pdf
batch0054,2020-04-24,a000037,"Utzerath, Christian; Schmits, Iris C.; Kok, Peter; Buitelaar, Jan; de Lange, Floris P.",2019,No evidence for altered up- and downregulation of brain activity in visual cortex during illusory shape perception in autism,Cortex,batch0054/a000037/a000037_article.pdf
batch0054,2020-04-24,a000044,"Hřebíčková, Martina; Mõttus, René; Graf, Sylvie; Jelínek, Martin; Realo, Anu",2018,How Accurate Are National Stereotypes? A Test of Different Methodological Approaches,European Journal of Personality,batch0054/a000044/a000044_article.pdf
batch0054,2020-04-24,a000061,"Hilbig, Benjamin E.; Kieslich, Pascal J.; Henninger, Felix; Thielmann, Isabel; Zettler, Ingo",2018,Lead Us (Not) into Temptation: Testing the Motivational Mechanisms Linking Honesty–Humility to Cooperation,European Journal of Personality,batch0054/a000061/a000061_article.pdf
batch0054,2020-04-24,a000183,"Givi, Julian; Galak, Jeff",2019,The “future is now” bias: Anchoring and (insufficient) adjustment when predicting the future from the present,Journal of Experimental Social Psychology,batch0054/a000183/a000183_article.pdf
batch0054,2020-04-24,a000232,"Skinner, Allison L.; Meltzoff, Andrew N.; Olson, Kristina R.",2017,“Catching” Social Bias: Exposure to Biased Nonverbal Signals Creates Social Biases in Preschool Children,Psychological Science,batch0054/a000232/a000232_article.pdf
batch0054,2020-04-24,a000275,"Pérez, Efrén O.; Tavits, Margit",2017,Language Shapes People's Time Perspective and Support for Future‐Oriented Policies,American Journal of Political Science,batch0054/a000275/a000275_article.pdf
batch0054,2020-04-24,a000305,"Christenson, Dino P.; Kriner, Douglas L.",2017,Mobilizing the Public Against the President: Congress and the Political Costs of Unilateral Action,American Journal of Political Science,batch0054/a000305/a000305_article.pdf
batch0054,2020-04-24,a000319,"Levine, Sheen S.; Bernard, Mark; Nagel, Rosemarie",2017,Strategic Intelligence: The Cognitive Capability to Anticipate Competitor Behavior,Strategic Management Journal,batch0054/a000319/a000319_article.pdf
batch0054,2020-04-24,a000321,"Sawaoka, Takuya; Monin, Benoît",2018,The Paradox of Viral Outrage,Psychological Science,batch0054/a000321/a000321_article.pdf
batch0054,2020-04-24,a000409,"Mathôt, Sebastiaan; Grainger, Jonathan; Strijkers, Kristof",2017,Pupillary Responses to Words That Convey a Sense of Brightness or Darkness,Psychological Science,batch0054/a000409/a000409_article.pdf
batch0054,2020-04-24,a000522,"Rohrer, Julia M.; Richter, David; Brümmer, Martin; Wagner, Gert G.; Schmukle, Stefan C.",2018,Successfully Striving for Happiness: Socially Engaged Pursuits Predict Increases in Life Satisfaction,Psychological Science,batch0054/a000522/a000522_article.pdf
batch0054,2020-04-24,a000609,"Luttrell, Andrew; Philipp-Muller, Aviva; Petty, Richard E.",2019,Challenging Moral Attitudes With Moral Messages,Psychological Science,batch0054/a000609/a000609_article.pdf
batch0054,2020-04-24,a000664,"Ma, Anyi; Tang, Simone; Kay, Aaron C.",2019,Psychological reactance as a function of thought versus behavioral control,Journal of Experimental Social Psychology,batch0054/a000664/a000664_article.pdf
batch0054,2020-04-24,a000749,"Nakashima, Nathaniel A.; Halali, Eliran; Halevy, Nir",2017,Third parties promote cooperative norms in repeated interactions,Journal of Experimental Social Psychology,batch0054/a000749/a000749_article.pdf
batch0054,2020-04-24,a000754,"Fukuda, Keisuke; Woodman, Geoffrey F.",2015,Predicting and Improving Recognition Memory Using Multiple Electrophysiological Signals in Real Time,Psychological Science,batch0054/a000754/a000754_article.pdf
batch0054,2020-04-24,a000765,"Cenac, Zarus; Biotti, Federica; Gray, Katie L. H.; Cook, Richard",2019,Does developmental prosopagnosia impair identification of other-ethnicity faces?,Cortex,batch0054/a000765/a000765_article.pdf
batch0054,2020-04-24,a000766,"Obaidi, Milan; Bergh, Robin; Akrami, Nazar; Anjum, Gulnaz",2019,Group-Based Relative Deprivation Explains Endorsement of Extremism Among Western-Born Muslims,Psychological Science,batch0054/a000766/a000766_article.pdf
batch0054,2020-04-24,a000784,"Pisanski, Katarzyna; Bhardwaj, Kavya; Reby, David",2018,Women's voice pitch lowers after pregnancy,Evolution and Human Behavior,batch0054/a000784/a000784_article.pdf
batch0054,2020-04-24,a000793,"Jünger, Julia; Kordsmeyer, Tobias L.; Gerlach, Tanja M.; Penke, Lars",2018,"Fertile women evaluate male bodies as more attractive, regardless of masculinity",Evolution and Human Behavior,batch0054/a000793/a000793_article.pdf
batch0054,2020-04-24,a000822,"Jones, Bradford; Victor, Kristina Flores; Vannette, David",2019,Alien Citizens and the Canonical Immigrant: Do Stigmatized Attributes Affect Latina/o Judgment about Discrimination?,American Journal of Political Science,batch0054/a000822/a000822_article.pdf
batch0054,2020-04-24,a000863,"Molouki, Sarah; Hardisty, David J.; Caruso, Eugene M.",2019,The Sign Effect in Past and Future Discounting,Psychological Science,batch0054/a000863/a000863_article.pdf
batch0054,2020-04-24,a000934,"Houben, Sanne T. L.; Otgaar, Henry; Roelofs, Jeffrey; Merckelbach, Harald",2018,Lateral Eye Movements Increase False Memory Rates,Clinical Psychological Science,batch0054/a000934/a000934_article.pdf
batch0054,2020-04-24,a000936,"Maglio, Sam J.; Polman, Evan",2014,Spatial Orientation Shrinks and Expands Psychological                     Distance,Psychological Science,batch0054/a000936/a000936_article.pdf
batch0054,2020-04-24,a000952,"Ward, Robert; Scott, Naomi Jane",2018,Cues to mental health from men’s facial appearance,Journal of Research in Personality,batch0054/a000952/a000952_article.pdf
