batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0029,2020-04-15,a000041,"Fath, Sean; Proudfoot, Devon; Kay, Aaron C.",2017,Effective to a fault: Organizational structure predicts attitudes toward minority organizations,Journal of Experimental Social Psychology,batch0029/a000041/a000041_article.pdf
batch0029,2020-04-15,a000103,"Lupu, Noam; Peisakhin, Leonid",2017,The Legacy of Political Violence across Generations,American Journal of Political Science,batch0029/a000103/a000103_article.pdf
batch0029,2020-04-15,a000122,"Monroe, Andrew E.; Dillon, Kyle D.; Guglielmo, Steve; Baumeister, Roy F.",2018,"It's not what you do, but what everyone else does: On the role of descriptive norms and subjectivism in moral judgment",Journal of Experimental Social Psychology,batch0029/a000122/a000122_article.pdf
batch0029,2020-04-15,a000206,"Döring, Nicola; Mohseni, M. Rohangis",2019,Fail videos and related video comments on YouTube: a case of sexualization of women and gendered hate speech?,Communication Research Reports,batch0029/a000206/a000206_article.pdf
batch0029,2020-04-15,a000273,"Maes, Marlies; Qualter, Pamela; Vanhalst, Janne; Noortgate, Wim Van den; Goossens, Luc",2019,Gender Differences in Loneliness Across the Lifespan: A Meta-Analysis,European Journal of Personality,batch0029/a000273/a000273_article.pdf
batch0029,2020-04-15,a000388,"Al-Mosaiwi, Mohammed; Johnstone, Tom",2018,"In an Absolute State: Elevated Use of Absolutist Words Is a Marker Specific to Anxiety, Depression, and Suicidal Ideation",Clinical Psychological Science,batch0029/a000388/a000388_article.pdf
batch0029,2020-04-15,a000401,"Orghian, Diana; Smith, Anna; Garcia-Marques, Leonel; Heinke, Dietmar",2017,Capturing spontaneous trait inference with the modified free association paradigm,Journal of Experimental Social Psychology,batch0029/a000401/a000401_article.pdf
batch0029,2020-04-15,a000438,"Kim, Hyunji; Di Domenico, Stefano I.; Connelly, Brian S.",2019,Self–Other Agreement in Personality Reports: A Meta-Analytic Comparison of Self- and Informant-Report Means,Psychological Science,batch0029/a000438/a000438_article.pdf
batch0029,2020-04-15,a000483,"Amistad, Clark; Dunlop, Patrick D.; Ng, Ryan; Anglim, Jeromy; Fells, Ray",2018,"Personality and Integrative Negotiations: A HEXACO Investigation of Actor, Partner, and Actor–Partner Interaction Effects on Objective and Subjective Outcomes",European Journal of Personality,batch0029/a000483/a000483_article.pdf
batch0029,2020-04-15,a000503,"Ko, Sei Jin; Sadler, Melody S.; Galinsky, Adam D.",2015,The Sound of Power: Conveying and Detecting Hierarchical Rank Through Voice,Psychological Science,batch0029/a000503/a000503_article.pdf
batch0029,2020-04-15,a000629,"Pittarello, Andrea; Leib, Margarita; Gordon-Hecker, Tom; Shalvi, Shaul",2015,Justifications Shape Ethical Blind Spots,Psychological Science,batch0029/a000629/a000629_article.pdf
batch0029,2020-04-15,a000657,"Cunningham, Kathleen Gallagher; Dahl, Marianne; Frugé, Anne",2017,Strategies of Resistance: Diversification and Diffusion,American Journal of Political Science,batch0029/a000657/a000657_article.pdf
batch0029,2020-04-15,a000710,"Clarke, Alasdair D. F.; Hunt, Amelia R.",2016,Failure of Intuition When Choosing Whether to Invest in a Single Goal or Split Resources Between Two Goals,Psychological Science,batch0029/a000710/a000710_article.pdf
batch0029,2020-04-15,a000712,"Thai, Michael; Borgella, Alex M.; Sanchez, Melanie S.",2019,It's only funny if we say it: Disparagement humor is better received if it originates from a member of the group being disparaged,Journal of Experimental Social Psychology,batch0029/a000712/a000712_article.pdf
batch0029,2020-04-15,a000713,"Reteig, Leon C.; van den Brink, Ruud L.; Prinssen, Sam; Cohen, Michael X; Slagter, Heleen A.",2019,Sustaining attention for a prolonged period of time increases temporal variability in cortical responses,Cortex,batch0029/a000713/a000713_article.pdf
batch0029,2020-04-15,a000808,"Piatak, Jaclyn; Mohr, Zachary",2019,More gender bias in academia? Examining the influence of gender and formalization on student worker rule following,Journal of Behavioral Public Administration,batch0029/a000808/a000808_article.pdf
batch0029,2020-04-15,a000824,"Everett, Jim A. C.; Ingbretsen, Zach; Cushman, Fiery; Cikara, Mina",2017,"Deliberation erodes cooperative behavior — Even towards competitive out-groups, even when using a control condition, and even when eliminating selection bias",Journal of Experimental Social Psychology,batch0029/a000824/a000824_article.pdf
batch0029,2020-04-15,a000844,"Gottlieb, Sara; Lombrozo, Tania",2018,Can Science Explain the Human Mind? Intuitive Judgments About the Limits of Science,Psychological Science,batch0029/a000844/a000844_article.pdf
batch0029,2020-04-15,a000865,"Bell, Angela C.; Burkley, Melissa; Bock, Jarrod",2019,Examining the asymmetry in judgments of racism in self and others,The Journal of Social Psychology,batch0029/a000865/a000865_article.pdf
batch0029,2020-04-15,a000916,Boulton Alex; Cobb Tom,2017,Corpus Use in Language Learning: A Meta‐Analysis,Language Learning,batch0029/a000916/a000916_article.pdf
batch0029,2020-04-15,a000925,"Bisgaard, Martin; Slothuus, Rune",2018,Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,American Journal of Political Science,batch0029/a000925/a000925_article.pdf
batch0029,2020-04-15,a000926,"Spenkuch, Jörg L.; Tillmann, Philipp",2018,Elite Influence? Religion and the Electoral Success of the Nazis,American Journal of Political Science,batch0029/a000926/a000926_article.pdf
batch0029,2020-04-15,a000949,"Nauts, Sanne; Langner, Oliver; Huijsmans, Inge; Vonk, Roos; Wigboldus, Daniël H. J.",2014,Forming Impressions of Personality: A Replication and Review of Asch’s (1946) Evidence for a Primacy-of-Warmth Effect in Impression Formation,Social Psychology,batch0029/a000949/a000949_article.pdf
batch0029,2020-04-15,a000982,"Thrower, Sharece",2017,To Revoke or Not Revoke? The Political Determinants of Executive Order Longevity,American Journal of Political Science,batch0029/a000982/a000982_article.pdf
batch0029,2020-04-15,a001000,"Wilson, John Paul; Rule, Nicholas O.",2015,Facial Trustworthiness Predicts Extreme Criminal-Sentencing Outcomes,Psychological Science,batch0029/a001000/a001000_article.pdf
batch0029,2020-04-15,a001066,"Rathbone, Clare J.; Ellis, Judi A.; Ahmed, Samrah; Moulin, Chris J. A.; Ernst, Alexandra; Butler, Chris R.",2019,Using memories to support the self in Alzheimer's disease,Cortex,batch0029/a001066/a001066_article.pdf
batch0029,2020-04-15,a001084,"Hatemi, Peter K.; Crabtree, Charles; Smith, Kevin B.",2019,Ideology Justifies Morality: Political Beliefs Predict Moral Foundations,American Journal of Political Science,batch0029/a001084/a001084_article.pdf
batch0029,2020-04-15,a001275,"Simon-Kutscher, Kathrin; Wanke, Nadine; Hiller, Carlo; Schwabe, Lars",2019,Fear Without Context: Acute Stress Modulates the Balance of Cue-Dependent and Contextual Fear Learning,Psychological Science,batch0029/a001275/a001275_article.pdf
batch0029,2020-04-15,a001284,"O'Brien, Ed; Kristal, Alexander C.; Ellsworth, Phoebe C.; Schwarz, Norbert",2018,(Mis)imagining the good life and the bad life: Envy and pity as a function of the focusing illusion,Journal of Experimental Social Psychology,batch0029/a001284/a001284_article.pdf
