batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0061,2020-04-27,a000016,"Wilson, Corinne S.; Bach, Martin D.; Ashkavand, Zahra; Norman, Kenneth R.; Martino, Nina; Adam, Alejandro P.; Mongin, Alexander A.",2019,Metabolic constraints of swelling-activated glutamate release in astrocytes and their implication for ischemic tissue damage,Journal of Neurochemistry,batch0061/a000016/a000016_article.pdf
batch0061,2020-04-27,a000047,"Rentzsch, Katrin; Schröder‐Abé, Michela",2018,Stability and Change in Domain-specific Self-esteem and Global Self-esteem,European Journal of Personality,batch0061/a000047/a000047_article.pdf
batch0061,2020-04-27,a000119,"Hsu, Nina S.; Novick, Jared M.",2016,Dynamic Engagement of Cognitive Control Modulates Recovery From Misinterpretation During Real-Time Language Processing,Psychological Science,batch0061/a000119/a000119_article.pdf
batch0061,2020-04-27,a000146,"Kievit, Rogier A.; Lindenberger, Ulman; Goodyer, Ian M.; Jones, Peter B.; Fonagy, Peter; Bullmore, Edward T.; Network, the Neuroscience in Psychiatry; Dolan, Raymond J.",2017,Mutualistic Coupling Between Vocabulary and Reasoning Supports Cognitive Development During Late Adolescence and Early Adulthood,Psychological Science,batch0061/a000146/a000146_article.pdf
batch0061,2020-04-27,a000152,"Brown, Christina M.; Troy, Nicole S.; Jobson, Katie R.; Link, Jennifer K.",2018,Contextual and personal determinants of preferring success attributed to natural talent or striving,Journal of Experimental Social Psychology,batch0061/a000152/a000152_article.pdf
batch0061,2020-04-27,a000211,"Williams, Helen L.; Bodner, Glen E.",2019,Independent recollection-familiarity ratings: Similar effects of levels-of-processing whether amount or confidence is rated.,Canadian Journal of Experimental Psychology,batch0061/a000211/a000211_article.pdf
batch0061,2020-04-27,a000273,"Maes, Marlies; Qualter, Pamela; Vanhalst, Janne; Noortgate, Wim Van den; Goossens, Luc",2019,Gender Differences in Loneliness Across the Lifespan: A Meta-Analysis,European Journal of Personality,batch0061/a000273/a000273_article.pdf
batch0061,2020-04-27,a000388,"Al-Mosaiwi, Mohammed; Johnstone, Tom",2018,"In an Absolute State: Elevated Use of Absolutist Words Is a Marker Specific to Anxiety, Depression, and Suicidal Ideation",Clinical Psychological Science,batch0061/a000388/a000388_article.pdf
batch0061,2020-04-27,a000449,"Carlsson, Rickard; Schimmack, Ulrich; Williams, Donald R.; Bürkner, Paul-Christian",2017,"Bayes Factors From Pooled Data Are No Substitute for Bayesian Meta-Analysis: Commentary on Scheibehenne, Jamil, and Wagenmakers (2016)",Psychological Science,batch0061/a000449/a000449_article.pdf
batch0061,2020-04-27,a000489,"Hill, Sarah E.; Prokosch, Marjorie L.; DelPriore, Danielle J.; Griskevicius, Vladas; Kramer, Andrew",2016,Low Childhood Socioeconomic Status Promotes Eating in the Absence of Energy Need,Psychological Science,batch0061/a000489/a000489_article.pdf
