batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0037,2020-04-17,a000010,"Fatfouta, Ramzi; Schröder-Abé, Michela",2018,Agentic to the core? Facets of narcissism and positive implicit self-views in the agentic domain,Journal of Research in Personality,batch0037/a000010/a000010_article.pdf
batch0037,2020-04-17,a000031,"Png, Ivan P. L.",2019,"U.S. R&D, 1975–1998: A new dataset",Strategic Management Journal,batch0037/a000031/a000031_article.pdf
batch0037,2020-04-17,a000040,"Winczewski, Lauren A.; Bowen, Jeffrey D.; Collins, Nancy L.",2016,Is Empathic Accuracy Enough to Facilitate Responsive Behavior in Dyadic Interaction? Distinguishing Ability From Motivation,Psychological Science,batch0037/a000040/a000040_article.pdf
batch0037,2020-04-17,a000044,"Hřebíčková, Martina; Mõttus, René; Graf, Sylvie; Jelínek, Martin; Realo, Anu",2018,How Accurate Are National Stereotypes? A Test of Different Methodological Approaches,European Journal of Personality,batch0037/a000044/a000044_article.pdf
batch0037,2020-04-17,a000054,"Lin, Chia-Yuan; Göbel, Silke M",2019,Arabic digits and spoken number words: Timing modulates the cross-modal numerical distance effect,Quarterly Journal of Experimental Psychology,batch0037/a000054/a000054_article.pdf
batch0037,2020-04-17,a000066,"Theisen, Jaclyn C.; Fraley, R. Chris; Hankin, Benjamin L.; Young, Jami F.; Chopik, William J.",2018,How do attachment styles change from childhood through adolescence? Findings from an accelerated longitudinal Cohort study,Journal of Research in Personality,batch0037/a000066/a000066_article.pdf
batch0037,2020-04-17,a000106,"Chang, Han Il; Peisakhin, Leonid",2019,Building Cooperation among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,American Journal of Political Science,batch0037/a000106/a000106_article.pdf
batch0037,2020-04-17,a000112,"Yoder, Marcel S.; Ault, Lara K.; Mathews, Maureen A.",2017,Knowing your face: A componential analysis of self-perceived facial attractiveness,The Journal of Social Psychology,batch0037/a000112/a000112_article.pdf
batch0037,2020-04-17,a000164,"Olsson-Collentine, Anton; van Assen, Marcel A. L. M.; Hartgerink, Chris H. J.",2019,The Prevalence of Marginally Significant Results in Psychology Over Time,Psychological Science,batch0037/a000164/a000164_article.pdf
batch0037,2020-04-17,a000297,"Mehr, Samuel A.; Kotler, Jennifer; Howard, Rhea M.; Haig, David; Krasnow, Max M.",2017,Genomic Imprinting Is Implicated in the Psychology of Music,Psychological Science,batch0037/a000297/a000297_article.pdf
batch0037,2020-04-17,a000321,"Sawaoka, Takuya; Monin, Benoît",2018,The Paradox of Viral Outrage,Psychological Science,batch0037/a000321/a000321_article.pdf
batch0037,2020-04-17,a000334,"Bateman, David A.; Clinton, Joshua D.; Lapinski, John S.",2017,"A House Divided? Roll Calls, Polarization, and Policy Differences in the U.S. House, 1877–2011",American Journal of Political Science,batch0037/a000334/a000334_article.pdf
