batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0056,2020-04-25,a000001,"Patihis, Lawrence; Cruz, Cristobal S.; Herrera, Mario E.",2019,Changing Current Appraisals of Mothers Leads to Changes in Childhood Memories of Love Toward Mothers,Clinical Psychological Science,batch0056/a000001/a000001_article.pdf
batch0056,2020-04-25,a000013,"Zaval, Lisa; Markowitz, Ezra M.; Weber, Elke U.",2015,How Will I Be Remembered? Conserving the Environment for the Sake of One’s Legacy,Psychological Science,batch0056/a000013/a000013_article.pdf
batch0056,2020-04-25,a000015,Robenalt Clarice; Goldberg Adele E.,2016,Nonnative Speakers Do Not Take Competing Alternative Expressions Into Account the Way Native Speakers Do,Language Learning,batch0056/a000015/a000015_article.pdf
batch0056,2020-04-25,a000031,"Png, Ivan P. L.",2019,"U.S. R&D, 1975–1998: A new dataset",Strategic Management Journal,batch0056/a000031/a000031_article.pdf
batch0056,2020-04-25,a000143,"Amiot, Catherine E.; Lépine, Olivier; Zaky, Julie",2019,Compartmentalization of Animals: Toward an Understanding of How We Create Cognitive Distinctions between Animals and Their Implications,Analyses of Social Issues and Public Policy,batch0056/a000143/a000143_article.pdf
batch0056,2020-04-25,a000182,"Sweetman, Joseph; Maio, Gregory R.; Spears, Russell; Manstead, Antony S. R.; Livingstone, Andrew G.",2019,Attitude toward protest uniquely predicts (normative and nonnormative) political action by (advantaged and disadvantaged) group members,Journal of Experimental Social Psychology,batch0056/a000182/a000182_article.pdf
batch0056,2020-04-25,a000229,"Gibson, Edward; Tan, Caitlin; Futrell, Richard; Mahowald, Kyle; Konieczny, Lars; Hemforth, Barbara; Fedorenko, Evelina",2017,Don’t Underestimate the Benefits of Being Misunderstood,Psychological Science,batch0056/a000229/a000229_article.pdf
batch0056,2020-04-25,a000239,"Klar, Samara",2018,When Common Identities Decrease Trust: An Experimental Study of Partisan Women,American Journal of Political Science,batch0056/a000239/a000239_article.pdf
batch0056,2020-04-25,a000260,"Mace, Ryan A.; Waters, Abigail B.; Sawyer, Kayle S.; Turrisi, Taylor; Gansler, David A.",2019,Components of executive function model regional prefrontal volumes.,Neuropsychology,batch0056/a000260/a000260_article.pdf
batch0056,2020-04-25,a000390,"King, Gary; Lucas, Christopher; Nielsen, Richard A.",2017,The Balance‐Sample Size Frontier in Matching Methods for Causal Inference,American Journal of Political Science,batch0056/a000390/a000390_article.pdf
batch0056,2020-04-25,a000430,"Krpan, Dario; Fasolo, Barbara",2019,Revisiting embodied approach and avoidance effects on behavior: The influence of sitting posture on purchases of rewarding foods,Journal of Experimental Social Psychology,batch0056/a000430/a000430_article.pdf
batch0056,2020-04-25,a000500,"Vanman, Eric J.; Baker, Rosemary; Tobin, Stephanie J.",2018,The burden of online friends: the effects of giving up Facebook on stress and well-being,The Journal of Social Psychology,batch0056/a000500/a000500_article.pdf
batch0056,2020-04-25,a000502,"Gibson, Carolyn E.; Losee, Joy; Vitiello, Christine",2014,"A Replication Attempt of Stereotype Susceptibility (Shih, Pittinsky, & Ambady, 1999): Identity Salience and Shifts in Quantitative Performance",Social Psychology,batch0056/a000502/a000502_article.pdf
batch0056,2020-04-25,a000533,"White, Alex L.; Boynton, Geoffrey M.; Yeatman, Jason D.",2019,The link between reading ability and visual spatial attention across development,Cortex,batch0056/a000533/a000533_article.pdf
batch0056,2020-04-25,a000605,"Lin, Ying; Arieli, Sharon; Oyserman, Daphna",2019,"Cultural fluency means all is okay, cultural disfluency implies otherwise",Journal of Experimental Social Psychology,batch0056/a000605/a000605_article.pdf
batch0056,2020-04-25,a000629,"Pittarello, Andrea; Leib, Margarita; Gordon-Hecker, Tom; Shalvi, Shaul",2015,Justifications Shape Ethical Blind Spots,Psychological Science,batch0056/a000629/a000629_article.pdf
