batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0043,2020-04-19,a000012,"O’Brien, Ed; Kassirer, Samantha",2019,People Are Slow to Adapt to the Warm Glow of Giving,Psychological Science,batch0043/a000012/a000012_article.pdf
batch0043,2020-04-19,a000033,"Bartholow, Bruce D.; Loersch, Chris; Ito, Tiffany A.; Levsen, Meredith P.; Volpert-Esmond, Hannah I.; Fleming, Kimberly A.; Bolls, Paul; Carter, Brooke K.",2018,University-Affiliated Alcohol Marketing Enhances the Incentive Salience of Alcohol Cues,Psychological Science,batch0043/a000033/a000033_article.pdf
batch0043,2020-04-19,a000046,"Modjadidi, Karima; Kovera, Margaret Bull",2018,Viewing videotaped identification procedure increases juror sensitivity to single-blind photo-array administration.,Law and Human Behavior,batch0043/a000046/a000046_article.pdf
batch0043,2020-04-19,a000141,"Woolley, Kaitlin; Fishbach, Ayelet",2019,"Shared Plates, Shared Minds: Consuming From a Shared Plate Promotes Cooperation",Psychological Science,batch0043/a000141/a000141_article.pdf
batch0043,2020-04-19,a000186,"Starns, Jeffrey J.; Cataldo, Andrea M.; Rotello, Caren M.; Annis, Jeffrey; Aschenbrenner, Andrew; Bröder, Arndt; Cox, Gregory; Criss, Amy; Curl, Ryan A.; Dobbins, Ian G.; Dunn, John; Enam, Tasnuva; Evans, Nathan J.; Farrell, Simon; Fraundorf, Scott H.; Gronlund, Scott D.; Heathcote, Andrew; Heck, Daniel W.; Hicks, Jason L.; Huff, Mark J.; Kellen, David; Key, Kylie N.; Kilic, Asli; Klauer, Karl Christoph; Kraemer, Kyle R.; Leite, Fábio P.; Lloyd, Marianne E.; Malejka, Simone; Mason, Alice; McAdoo, Ryan M.; McDonough, Ian M.; Michael, Robert B.; Mickes, Laura; Mizrak, Eda; Morgan, David P.; Mueller, Shane T.; Osth, Adam; Reynolds, Angus; Seale-Carlisle, Travis M.; Singmann, Henrik; Sloane, Jennifer F.; Smith, Andrew M.; Tillman, Gabriel; van Ravenzwaaij, Don; Weidemann, Christoph T.; Wells, Gary L.; White, Corey N.; Wilson, Jack",2019,Assessing Theoretical Conclusions With Blinded Inference to Investigate a Potential Inference Crisis,Advances in Methods and Practices in Psychological Science,batch0043/a000186/a000186_article.pdf
batch0043,2020-04-19,a000243,"Pleasant, Aleta; Barclay, Pat",2018,Why Hate the Good Guy? Antisocial Punishment of High Cooperators Is Greater When People Compete To Be Chosen,Psychological Science,batch0043/a000243/a000243_article.pdf
batch0043,2020-04-19,a000257,"Gerrits, Robin; Van der Haegen, Lise; Brysbaert, Marc; Vingerhoets, Guy",2019,Laterality for recognizing written words and faces in the fusiform gyrus covaries with language dominance,Cortex,batch0043/a000257/a000257_article.pdf
batch0043,2020-04-19,a000293,"Eichstaedt, Johannes C.; Schwartz, Hansen Andrew; Kern, Margaret L.; Park, Gregory; Labarthe, Darwin R.; Merchant, Raina M.; Jha, Sneha; Agrawal, Megha; Dziurzynski, Lukasz A.; Sap, Maarten; Weeg, Christopher; Larson, Emily E.; Ungar, Lyle H.; Seligman, Martin E. P.",2015,Psychological Language on Twitter Predicts County-Level Heart Disease Mortality,Psychological Science,batch0043/a000293/a000293_article.pdf
batch0043,2020-04-19,a000298,"Buss, David M.; von Hippel, William",2018,Psychological barriers to evolutionary psychology: Ideological bias and coalitional adaptations.,Archives of Scientific Psychology,batch0043/a000298/a000298_article.pdf
batch0043,2020-04-19,a000320,"Beall, Alec T.; Hofer, Marlise K.; Schaller, Mark",2016,"Infections and Elections: Did an Ebola Outbreak Influence the 2014 U.S. Federal Elections (and if so, How)?",Psychological Science,batch0043/a000320/a000320_article.pdf
