batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0064,2020-04-30,a000043,"Suzuki, Keisuke; Lush, Peter; Seth, Anil K.; Roseboom, Warrick",2019,Intentional Binding Without Intentional Action,Psychological Science,batch0064/a000043/a000043_article.pdf
batch0064,2020-04-30,a000050,"Oceja, Luis; Villegas, Marisol; Beramendi, Maite; Salgado, Sergio",2016,“You should (not) do that”: An Evaluative Model of Normative Appeals (EMNA),The Journal of Social Psychology,batch0064/a000050/a000050_article.pdf
batch0064,2020-04-30,a000085,"Fetterman, Adam K.; Rutjens, Bastiaan T.; Landkammer, Florian; Wilkowski, Benjamin M.",2019,"On Post-apocalyptic and Doomsday Prepping Beliefs: A New Measure, its Correlates, and the Motivation to Prep",European Journal of Personality,batch0064/a000085/a000085_article.pdf
batch0064,2020-04-30,a000292,"Marsden, Emma; Morgan‐Short, Kara; Thompson, Sophie; Abugaber, David",2018,Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field,Language Learning,batch0064/a000292/a000292_article.pdf
batch0064,2020-04-30,a000340,"Nalepka, Patrick; Kallen, Rachel W.; Chemero, Anthony; Saltzman, Elliot; Richardson, Michael J.",2017,Herd Those Sheep: Emergent Multiagent Coordination and Behavioral-Mode Switching,Psychological Science,batch0064/a000340/a000340_article.pdf
batch0064,2020-04-30,a000421,"Pasion, Rita; Paiva, Tiago O.; Fernandes, Carina; Almeida, Rita; Barbosa, Fernando",2018,ERN modulation under sustained threat: A pre-registered report,Journal of Research in Personality,batch0064/a000421/a000421_article.pdf
batch0064,2020-04-30,a000448,"Yousuf, Mushfa; Heldmann, Marcus; Münte, Thomas F.; Doñamayor, Nuria",2019,Electrophysiology of goal-directed versus habitual control during outcome devaluation,Cortex,batch0064/a000448/a000448_article.pdf
batch0064,2020-04-30,a000495,"Ballard, Ian C.; Kim, Bokyung; Liatsis, Anthony; Aydogan, Gökhan; Cohen, Jonathan D.; McClure, Samuel M.",2017,More Is Meaningful: The Magnitude Effect in Intertemporal Choice Depends on Self-Control,Psychological Science,batch0064/a000495/a000495_article.pdf
batch0064,2020-04-30,a000541,"Gaskell, M. Gareth; Warker, Jill; Lindsay, Shane; Frost, Rebecca; Guest, James; Snowdon, Reza; Stackhouse, Abigail",2014,Sleep Underpins the Plasticity of Language Production,Psychological Science,batch0064/a000541/a000541_article.pdf
batch0064,2020-04-30,a000569,"Zlatev, Julian J.",2019,"I May Not Agree With You, but I Trust You: Caring About Social Issues Signals Integrity",Psychological Science,batch0064/a000569/a000569_article.pdf
batch0064,2020-04-30,a000592,"DeSteno, David; Li, Ye; Dickens, Leah; Lerner, Jennifer S.",2014,Gratitude: A Tool for Reducing Economic Impatience,Psychological Science,batch0064/a000592/a000592_article.pdf
batch0064,2020-04-30,a000614,"Petsko, Christopher D.; Bodenhausen, Galen V.",2019,Racial stereotyping of gay men: Can a minority sexual orientation erase race?,Journal of Experimental Social Psychology,batch0064/a000614/a000614_article.pdf
batch0064,2020-04-30,a000660,"Brunson, Julie A.; Øverup, Camilla S.; Acitelli, Linda K.",2019,Lover and learner: Exploring relational schema change following relationship dissolution,The Journal of Social Psychology,batch0064/a000660/a000660_article.pdf
batch0064,2020-04-30,a000675,"Larson, Jennifer M.; Lewis, Janet I.",2017,Ethnic Networks,American Journal of Political Science,batch0064/a000675/a000675_article.pdf
batch0064,2020-04-30,a000729,"Caplan, Jeremy B; Legge, Eric LG; Cheng, Bevin; Madan, Christopher R",2019,Effectiveness of the method of loci is only minimally related to factors that should influence imagined navigation,Quarterly Journal of Experimental Psychology,batch0064/a000729/a000729_article.pdf
batch0064,2020-04-30,a000780,"Oriet, Chris; Fitzgerald, Ryan J.",2018,The single lineup paradigm: A new way to manipulate target presence in eyewitness identification experiments.,Law and Human Behavior,batch0064/a000780/a000780_article.pdf
batch0064,2020-04-30,a000808,"Piatak, Jaclyn; Mohr, Zachary",2019,More gender bias in academia? Examining the influence of gender and formalization on student worker rule following,Journal of Behavioral Public Administration,batch0064/a000808/a000808_article.pdf
batch0064,2020-04-30,a000810,"Olsson, Andreas; McMahon, Kibby; Papenberg, Goran; Zaki, Jamil; Bolger, Niall; Ochsner, Kevin N.",2016,Vicarious Fear Learning Depends on Empathic Appraisals and Trait Empathy,Psychological Science,batch0064/a000810/a000810_article.pdf
batch0064,2020-04-30,a000886,"Mueller, Erik M.; Sperl, Matthias F. J.; Panitz, Christian",2019,Aversive Imagery Causes De Novo Fear Conditioning,Psychological Science,batch0064/a000886/a000886_article.pdf
batch0064,2020-04-30,a000887,"Brandt, Mark J.",2017,Predicting Ideological Prejudice,Psychological Science,batch0064/a000887/a000887_article.pdf
batch0064,2020-04-30,a000923,"Leventoğlu, Bahar; Metternich, Nils W.",2018,"Born Weak, Growing Strong: Anti-Government Protests as a Signal of Rebel Strength in the Context of Civil Wars",American Journal of Political Science,batch0064/a000923/a000923_article.pdf
batch0064,2020-04-30,a000954,"Pardos‐Prado, Sergi; Xena, Carla",2019,Skill Specificity and Attitudes toward Immigration,American Journal of Political Science,batch0064/a000954/a000954_article.pdf
batch0064,2020-04-30,a000957,"Stillman, Paul E.; Medvedev, Danila; Ferguson, Melissa J.",2017,Resisting Temptation: Tracking How Self-Control Conflicts Are Successfully Resolved in Real Time,Psychological Science,batch0064/a000957/a000957_article.pdf
batch0064,2020-04-30,a000983,"Eastwick, Paul W.; Smith, Leigh K.; Ledgerwood, Alison",2019,How do people translate their experiences into abstract attribute preferences?,Journal of Experimental Social Psychology,batch0064/a000983/a000983_article.pdf
batch0064,2020-04-30,a000984,"Gilligan, Therese M.; Cristino, Filipe; Bultitude, Janet H.; Rafal, Robert D.",2019,The effect of prism adaptation on state estimates of eye position in the orbit,Cortex,batch0064/a000984/a000984_article.pdf
batch0064,2020-04-30,a001025,"Williams, Matt N.; Albers, Casper",2019,Dealing with Distributional Assumptions in Preregistered Research,Meta-Psychology,batch0064/a001025/a001025_article.pdf
batch0064,2020-04-30,a001039,"James, Oliver; Ryzin, Gregg G. Van",2019,Rates and the judgment of government performance,Journal of Behavioral Public Administration,batch0064/a001039/a001039_article.pdf
batch0064,2020-04-30,a001051,"Scholl, Annika; Sassenberg, Kai; Pfattheicher, Stefan",2019,Pressured to be excellent? Social identification prevents negative affect from high university excellence norms,Journal of Experimental Social Psychology,batch0064/a001051/a001051_article.pdf
batch0064,2020-04-30,a001103,"Alves, Hans; Koch, Alex; Unkelbach, Christian",2018,A Cognitive-Ecological Explanation of Intergroup Biases,Psychological Science,batch0064/a001103/a001103_article.pdf
batch0064,2020-04-30,a001176,"Tanner, Darren",2019,Robust neurocognitive individual differences in grammatical agreement processing: A latent variable approach,Cortex,batch0064/a001176/a001176_article.pdf
batch0064,2020-04-30,a001194,"Watson, Poppy; Pearson, Daniel; Chow, Michelle; Theeuwes, Jan; Wiers, Reinout W.; Most, Steven B.; Le Pelley, Mike E.",2019,Capture and Control: Working Memory Modulates Attentional Capture by Reward-Related Stimuli,Psychological Science,batch0064/a001194/a001194_article.pdf
batch0064,2020-04-30,a001313,"Tamir, Diana I.; Templeton, Emma M.; Ward, Adrian F.; Zaki, Jamil",2018,Media usage diminishes memory for experiences,Journal of Experimental Social Psychology,batch0064/a001313/a001313_article.pdf
batch0064,2020-04-30,a001321,"Kulibert, Danica; Thompson, Ashley E.",2019,Stepping into their shoes: Reducing the actor-observer discrepancy in judgments of infidelity through the experimental manipulation of perspective-taking,The Journal of Social Psychology,batch0064/a001321/a001321_article.pdf
batch0064,2020-04-30,a001333,"Malia, Linsey M.; Bohrmann, Margaret A.; Poirier, Christopher R.",2018,The Effects of Age and Sex on Saving Pets Over Humans,Psi Chi Journal of Psychological Research,batch0064/a001333/a001333_article.pdf
batch0064,2020-04-30,a001354,"Dibble, Jayson L.; Drouin, Michelle; Punyanunt-Carter, Narissra M.",2019,"An empirical comparison of back burners, hookups, and friends with benefits relationships in young adults",Communication Research Reports,batch0064/a001354/a001354_article.pdf
batch0064,2020-04-30,a001391,"Calin-Jageman, Robert J.",2018,Direct replications of Ottati et al. (2015): The earned dogmatism effect occurs only with some manipulations of expertise,Journal of Experimental Social Psychology,batch0064/a001391/a001391_article.pdf
batch0064,2020-04-30,a001468,"Lages, Martin; Boyle, Stephanie C.; Jenkins, Rob",2017,Illusory Increases in Font Size Improve Letter Recognition,Psychological Science,batch0064/a001468/a001468_article.pdf
batch0064,2020-04-30,a001514,"van Schie, Kevin; Leer, Arne",2019,Lateral Eye Movements Do Not Increase False-Memory Rates: A Failed Direct-Replication Study,Clinical Psychological Science,batch0064/a001514/a001514_article.pdf
