batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0074,2020-05-18,a000031,"Png, Ivan P. L.",2019,"U.S. R&D, 1975–1998: A new dataset",Strategic Management Journal,batch0074/a000031/a000031_article.pdf
batch0074,2020-05-18,a000041,"Fath, Sean; Proudfoot, Devon; Kay, Aaron C.",2017,Effective to a fault: Organizational structure predicts attitudes toward minority organizations,Journal of Experimental Social Psychology,batch0074/a000041/a000041_article.pdf
batch0074,2020-05-18,a000074,"Pinsof, David; Haselton, Martie",2016,The Political Divide Over Same-Sex Marriage: Mating Strategies in Conflict?,Psychological Science,batch0074/a000074/a000074_article.pdf
batch0074,2020-05-18,a000080,"Chen, Hui; Carlson, Richard A; Wyble, Brad",2018,Is Source Information Automatically Available in Working Memory?,Psychological Science,batch0074/a000080/a000080_article.pdf
batch0074,2020-05-18,a000100,"Imhoff, Roland; Messer, Mario",2019,In search of Experimental Evidence for Secondary Antisemitism:,Meta-Psychology,batch0074/a000100/a000100_article.pdf
batch0074,2020-05-18,a000142,"Grimmelikhuijsen, Stephan; John, Peter; Meijer, Albert; Worthy, Ben",2019,Do freedom of information laws increase transparency of government? A replication of a field experiment,Journal of Behavioral Public Administration,batch0074/a000142/a000142_article.pdf
batch0074,2020-05-18,a000144,"Montgomery, Jacob M.; Nyhan, Brendan; Torres, Michelle",2018,How Conditioning on Posttreatment Variables Can Ruin Your Experiment and What to Do about It,American Journal of Political Science,batch0074/a000144/a000144_article.pdf
batch0074,2020-05-18,a000156,"Quintus, Martin; Egloff, Boris; Wrzus, Cornelia",2017,Predictors of volitional personality change in younger and older adults: Response surface analyses signify the complementary perspectives of the self and knowledgeable others,Journal of Research in Personality,batch0074/a000156/a000156_article.pdf
batch0074,2020-05-18,a000344,"Broos, Wouter PJ; Duyck, Wouter; Hartsuiker, Robert J",2019,Monitoring speech production and comprehension: Where is the second-language delay?,Quarterly Journal of Experimental Psychology,batch0074/a000344/a000344_article.pdf
batch0074,2020-05-18,a000379,"Patil, Anuya; Duncan, Katherine",2018,Lingering Cognitive States Shape Fundamental Mnemonic Abilities,Psychological Science,batch0074/a000379/a000379_article.pdf
batch0074,2020-05-18,a000403,"Pritschet, Laura; Powell, Derek; Horne, Zachary",2016,Marginally Significant Effects as Evidence for Hypotheses: Changing Attitudes Over Four Decades,Psychological Science,batch0074/a000403/a000403_article.pdf
batch0074,2020-05-18,a000430,"Krpan, Dario; Fasolo, Barbara",2019,Revisiting embodied approach and avoidance effects on behavior: The influence of sitting posture on purchases of rewarding foods,Journal of Experimental Social Psychology,batch0074/a000430/a000430_article.pdf
batch0074,2020-05-18,a000463,"Zhang, Ting; Kim, Tami; Brooks, Alison Wood; Gino, Francesca; Norton, Michael I.",2014,A “Present” for the Future: The Unexpected Value of Rediscovery,Psychological Science,batch0074/a000463/a000463_article.pdf
batch0074,2020-05-18,a000490,"Zhang, Min; Smith, Pamela K.",2018,Does Power Reduce Temporal Discounting? Commentary on Joshi and Fast (2013),Psychological Science,batch0074/a000490/a000490_article.pdf
batch0074,2020-05-18,a000497,"Hütter, Mandy; Tigges, David",2019,On the external validity of evaluative conditioning: Evaluative responses generalize to modified instances of conditioned stimuli,Journal of Experimental Social Psychology,batch0074/a000497/a000497_article.pdf
batch0074,2020-05-18,a000504,"Godard, Marc; Wamain, Yannick; Kalénine, Solène",2019,Do manufactured and natural objects evoke similar motor information? The case of action priming,Quarterly Journal of Experimental Psychology,batch0074/a000504/a000504_article.pdf
batch0074,2020-05-18,a000566,"Kontra, Carly; Lyons, Daniel J.; Fischer, Susan M.; Beilock, Sian L.",2015,Physical Experience Enhances Science Learning,Psychological Science,batch0074/a000566/a000566_article.pdf
batch0074,2020-05-18,a000578,"Doss, Manoj K.; Picart, Jamila K.; Gallo, David A.",2018,The Dark Side of Context: Context Reinstatement Can Distort Memory,Psychological Science,batch0074/a000578/a000578_article.pdf
batch0074,2020-05-18,a000585,"Zhou, Haotian; Majka, Elizabeth A.; Epley, Nicholas",2017,Inferring Perspective Versus Getting Perspective: Underestimating the Value of Being in Another Person’s Shoes,Psychological Science,batch0074/a000585/a000585_article.pdf
batch0074,2020-05-18,a000597,"Moqbel, Murad; Bartelt, Valerie",2015,Consumer Acceptance of Personal Cloud: Integrating Trust and Risk with the Technology Acceptance Model,AIS Transactions on Replication Research,batch0074/a000597/a000597_article.pdf
batch0074,2020-05-18,a000605,"Lin, Ying; Arieli, Sharon; Oyserman, Daphna",2019,"Cultural fluency means all is okay, cultural disfluency implies otherwise",Journal of Experimental Social Psychology,batch0074/a000605/a000605_article.pdf
batch0074,2020-05-18,a000621,"Komnig, Daniel; Dagli, Toruntay Cem; Habib, Pardes; Zeyen, Thomas; Schulz, Jörg B.; Falkenburger, Björn H.",2018,Fingolimod (FTY720) is not protective in the subacute MPTP mouse model of Parkinson's disease and does not lead to a sustainable increase of brain‐derived neurotrophic factor,Journal of Neurochemistry,batch0074/a000621/a000621_article.pdf
batch0074,2020-05-18,a000719,"Mischkowski, Dorothee; Thielmann, Isabel; Glöckner, Andreas",2019,Minimizing inequality versus maximizing joint gains: On the relation between personality traits and different prosocial motivations,Journal of Research in Personality,batch0074/a000719/a000719_article.pdf
batch0074,2020-05-18,a000739,"Tang, Simone; Gray, Kurt",2018,"CEOs imbue organizations with feelings, increasing punishment satisfaction and apology effectiveness",Journal of Experimental Social Psychology,batch0074/a000739/a000739_article.pdf
batch0074,2020-05-18,a000753,"Humphries, Stacey; Klooster, Nathaniel; Cardillo, Eileen; Weintraub, Daniel; Rick, Jacqueline; Chatterjee, Anjan",2019,From action to abstraction: The sensorimotor grounding of metaphor in Parkinson's disease,Cortex,batch0074/a000753/a000753_article.pdf
batch0074,2020-05-18,a000761,"Ceccarini, Francesco; Guerra, Silvia; Betti, Sonia; Vergazzini, Alice; Sartori, Luisa; Castiello, Umberto",2019,Changes in corticospinal excitability associated with post-error slowing,Cortex,batch0074/a000761/a000761_article.pdf
batch0074,2020-05-18,a000807,"Knapen, Jill E. P.; Blaker, Nancy M.; Van Vugt, Mark",2018,The Napoleon Complex: When Shorter Men Take More,Psychological Science,batch0074/a000807/a000807_article.pdf
batch0074,2020-05-18,a000808,"Piatak, Jaclyn; Mohr, Zachary",2019,More gender bias in academia? Examining the influence of gender and formalization on student worker rule following,Journal of Behavioral Public Administration,batch0074/a000808/a000808_article.pdf
batch0074,2020-05-18,a000856,"Thunell, Evelina; Thorpe, Simon J.",2019,Memory for Repeated Images in Rapid-Serial-Visual-Presentation Streams of Thousands of Images,Psychological Science,batch0074/a000856/a000856_article.pdf
batch0074,2020-05-18,a000943,"McConnell, Christopher; Margalit, Yotam; Malhotra, Neil; Levendusky, Matthew",2018,The Economic Consequences of Partisanship in a Polarized Era,American Journal of Political Science,batch0074/a000943/a000943_article.pdf
batch0074,2020-05-18,a000957,"Stillman, Paul E.; Medvedev, Danila; Ferguson, Melissa J.",2017,Resisting Temptation: Tracking How Self-Control Conflicts Are Successfully Resolved in Real Time,Psychological Science,batch0074/a000957/a000957_article.pdf
batch0074,2020-05-18,a001049,"Siroky, David S.; Hale, Christopher W.",2017,Inside Irredentism: A Global Empirical Analysis,American Journal of Political Science,batch0074/a001049/a001049_article.pdf
batch0074,2020-05-18,a001051,"Scholl, Annika; Sassenberg, Kai; Pfattheicher, Stefan",2019,Pressured to be excellent? Social identification prevents negative affect from high university excellence norms,Journal of Experimental Social Psychology,batch0074/a001051/a001051_article.pdf
batch0074,2020-05-18,a001070,"Price, Joseph; Wolfers, Justin",2014,"Right-Oriented Bias: A Comment on Roskes, Sligte, Shalvi, and De Dreu (2011)",Psychological Science,batch0074/a001070/a001070_article.pdf
batch0074,2020-05-18,a001151,"Petrova, Anna; Navarrete, Eduardo; Suitner, Caterina; Sulpizio, Simone; Reynolds, Michael; Job, Remo; Peressotti, Francesca",2018,"Spatial Congruency Effects Exist, Just Not for Words: Looking Into Estes, Verges, and Barsalou (2008)",Psychological Science,batch0074/a001151/a001151_article.pdf
batch0074,2020-05-18,a001201,"Guo, Lisa; Trueblood, Jennifer S.; Diederich, Adele",2017,Thinking Fast Increases Framing Effects in Risky Decision Making,Psychological Science,batch0074/a001201/a001201_article.pdf
batch0074,2020-05-18,a001202,"Gernsbacher, Morton Ann",2018,"Writing Empirical Articles: Transparency, Reproducibility, Clarity, and Memorability",Advances in Methods and Practices in Psychological Science,batch0074/a001202/a001202_article.pdf
batch0074,2020-05-18,a001239,"Mitchell, Eric; Tavares, Tamara P.; Palaniyappan, Lena; Finger, Elizabeth C.",2019,Hoarding and obsessive–compulsive behaviours in frontotemporal dementia: Clinical and neuroanatomic associations,Cortex,batch0074/a001239/a001239_article.pdf
batch0074,2020-05-18,a001296,"Kasprowicz, Rowena E.; Marsden, Emma; Sephton, Nick",2019,Investigating Distribution of Practice Effects for the Learning of Foreign Language Verb Morphology in the Young Learner Classroom,The Modern Language Journal,batch0074/a001296/a001296_article.pdf
batch0074,2020-05-18,a001314,"Chen, Zhimin; Kosovicheva, Anna; Wolfe, Benjamin; Cavanagh, Patrick; Gorea, Andrei; Whitney, David",2018,Unifying Visual Space Across the Left and Right Hemifields,Psychological Science,batch0074/a001314/a001314_article.pdf
