batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0034,2020-04-15,a000037,"Utzerath, Christian; Schmits, Iris C.; Kok, Peter; Buitelaar, Jan; de Lange, Floris P.",2019,No evidence for altered up- and downregulation of brain activity in visual cortex during illusory shape perception in autism,Cortex,batch0034/a000037/a000037_article.pdf
batch0034,2020-04-15,a000096,"Muggleton, Naomi K.; Fincher, Corey L.",2018,You're not my type: Do conservatives have a bias for seeing long-term mates?,Evolution and Human Behavior,batch0034/a000096/a000096_article.pdf
batch0034,2020-04-15,a000140,"Sukumar, Divya; Wade, Kimberley A.; Hodgson, Jacqueline S.",2018,"Truth-tellers stand the test of time and contradict evidence less than liars, even months after a crime.",Law and Human Behavior,batch0034/a000140/a000140_article.pdf
batch0034,2020-04-15,a000240,"Thomson, Robert; Royed, Terry; Naurin, Elin; Artés, Joaquín; Costello, Rory; Ennser‐Jedenastik, Laurenz; Ferguson, Mark; Kostadinova, Petia; Moury, Catherine; Pétry, François; Praprotnik, Katrin",2017,The Fulfillment of Parties’ Election Pledges: A Comparative Study on the Impact of Power Sharing,American Journal of Political Science,batch0034/a000240/a000240_article.pdf
batch0034,2020-04-15,a000258,"Murphy, Gillian; Loftus, Elizabeth F.; Grady, Rebecca Hofstein; Levine, Linda J.; Greene, Ciara M.",2019,False Memories for Fake News During Ireland’s Abortion Referendum,Psychological Science,batch0034/a000258/a000258_article.pdf
batch0034,2020-04-15,a000318,"Phillips, Jonathan; Ong, Desmond C.; Surtees, Andrew D. R.; Xin, Yijing; Williams, Samantha; Saxe, Rebecca; Frank, Michael C.",2015,"A Second Look at Automatic Theory of Mind: Reconsidering Kovács, Téglás, and Endress (2010)",Psychological Science,batch0034/a000318/a000318_article.pdf
batch0034,2020-04-15,a000366,"Kommattam, Pum; Jonas, Kai J.; Fischer, Agneta H.",2019,Perceived to feel less: Intensity bias in interethnic emotion perception,Journal of Experimental Social Psychology,batch0034/a000366/a000366_article.pdf
batch0034,2020-04-15,a000406,"Cha, Oakyoon; Chong, Sang Chul",2018,Perceived Average Orientation Reflects Effective Gist of the Surface,Psychological Science,batch0034/a000406/a000406_article.pdf
batch0034,2020-04-15,a000479,"Bianchi, Emily C.; Hall, Erika V.; Lee, Sarah",2018,Reexamining the Link Between Economic Downturns and Racial Antipathy: Evidence That Prejudice Against Blacks Rises During Recessions,Psychological Science,batch0034/a000479/a000479_article.pdf
batch0034,2020-04-15,a000505,"Mirault, Jonathan; Snell, Joshua; Grainger, Jonathan",2018,You That Read Wrong Again! A Transposed-Word Effect in Grammaticality Judgments,Psychological Science,batch0034/a000505/a000505_article.pdf
batch0034,2020-04-15,a000533,"White, Alex L.; Boynton, Geoffrey M.; Yeatman, Jason D.",2019,The link between reading ability and visual spatial attention across development,Cortex,batch0034/a000533/a000533_article.pdf
batch0034,2020-04-15,a000650,"Karinen, Annika K.; Molho, Catherine; Kupfer, Tom R.; Tybur, Joshua M.",2019,Disgust sensitivity and opposition to immigration: Does contact avoidance or resistance to foreign norms explain the relationship?,Journal of Experimental Social Psychology,batch0034/a000650/a000650_article.pdf
batch0034,2020-04-15,a000676,"Johnson, Timothy J.; Kaiser, Marygrace Y.; Swan, Alexander B.",2019,Social and Cognitive Effects of Smartphone Use in Face-to-Face Verbal Interactions,Psi Chi Journal of Psychological Research,batch0034/a000676/a000676_article.pdf
batch0034,2020-04-15,a000692,"Soylu Yalcinkaya, Nur; Branscombe, Nyla R.; Gebauer, Fabian; Niedlich, Claudia; Hakim, Nader H.",2018,Can they ever be one of us? Perceived cultural malleability of refugees and policy support in host nations,Journal of Experimental Social Psychology,batch0034/a000692/a000692_article.pdf
batch0034,2020-04-15,a000750,"Eyal, Tal; Liberman, Nira; Trope, Yaacov",2014,Thinking of why a transgression occurred may drawn attention to extenuating circumstances: A comment on Žeželj & Jokić replication.,Social Psychology,batch0034/a000750/a000750_article.pdf
batch0034,2020-04-15,a000779,"Sanchez, Diana T.; Chaney, Kimberly E.; Manuel, Sara K.; Wilton, Leigh S.; Remedios, Jessica D.",2017,Stigma by Prejudice Transfer: Racism Threatens White Women and Sexism Threatens Men of Color,Psychological Science,batch0034/a000779/a000779_article.pdf
batch0034,2020-04-15,a000826,"Yousif, Sami R.; Keil, Frank C.",2019,The Additive-Area Heuristic: An Efficient but Illusory Means of Visual Area Approximation,Psychological Science,batch0034/a000826/a000826_article.pdf
batch0034,2020-04-15,a000848,"Orvell, Ariana; Kross, Ethan; Gelman, Susan A.",2019,“You” and “I” in a foreign land: The persuasive force of generic-you,Journal of Experimental Social Psychology,batch0034/a000848/a000848_article.pdf
batch0034,2020-04-15,a000899,"Dowd, Emma Wu; Golomb, Julie D",2019,Object-Feature Binding Survives Dynamic Shifts of Spatial Attention,Psychological Science,batch0034/a000899/a000899_article.pdf
batch0034,2020-04-15,a000909,"Karpowitz, Christopher F.; Monson, J. Quin; Preece, Jessica Robinson",2017,How to Elect More Women: Gender and Candidate Success in a Field Experiment,American Journal of Political Science,batch0034/a000909/a000909_article.pdf
batch0034,2020-04-15,a000912,"Hanel, Paul H. P.; Wolfradt, Uwe; Maio, Gregory R.; Manstead, Antony S. R.",2018,The source attribution effect: Demonstrating pernicious disagreement between ideological groups on non-divisive aphorisms,Journal of Experimental Social Psychology,batch0034/a000912/a000912_article.pdf
