batch_id,batch_date,study_id,Author,Publication Year,Title,Publication Title,pdf_filename
batch0072,2020-05-13,a000033,"Bartholow, Bruce D.; Loersch, Chris; Ito, Tiffany A.; Levsen, Meredith P.; Volpert-Esmond, Hannah I.; Fleming, Kimberly A.; Bolls, Paul; Carter, Brooke K.",2018,University-Affiliated Alcohol Marketing Enhances the Incentive Salience of Alcohol Cues,Psychological Science,batch0072/a000033/a000033_article.pdf
batch0072,2020-05-13,a000159,"Thigpen, Nina; Petro, Nathan M.; Oschwald, Jessica; Oberauer, Klaus; Keil, Andreas",2019,Selection of Visual Objects in Perception and Working Memory One at a Time,Psychological Science,batch0072/a000159/a000159_article.pdf
batch0072,2020-05-13,a000174,"Miller, Jane E.; Windschitl, Paul D.; Treat, Teresa A.; Scherer, Aaron M.",2019,Unhealthy and unaware? Misjudging social comparative standing for health-relevant behavior,Journal of Experimental Social Psychology,batch0072/a000174/a000174_article.pdf
batch0072,2020-05-13,a000181,"Vandermeer, James; Hosey, Christine; Epley, Nicholas; Keysar, Boaz",2019,Escalation of negative social exchange: Reflexive punishment or deliberative deterrence?,Journal of Experimental Social Psychology,batch0072/a000181/a000181_article.pdf
batch0072,2020-05-13,a000323,"Chen, Siyi; Nie, Qi-Yang; Müller, Hermann J; Conci, Markus",2019,Kanizsa-figure object completion gates selection in the attentional blink,Quarterly Journal of Experimental Psychology,batch0072/a000323/a000323_article.pdf
batch0072,2020-05-13,a000328,"Faivre, Nathan; Mudrik, Liad; Schwartz, Naama; Koch, Christof",2014,Multisensory Integration in Complete Unawareness: Evidence From Audiovisual Congruency Priming,Psychological Science,batch0072/a000328/a000328_article.pdf
batch0072,2020-05-13,a000336,"Leary, Mark R.; Diebels, Kate J.; Jongman-Sereno, Katrina P.; Fernandez, Xuan Duong",2015,Why Seemingly Trivial Events Sometimes Evoke Strong Emotional Reactions: The Role of Social Exchange Rule Violations,The Journal of Social Psychology,batch0072/a000336/a000336_article.pdf
batch0072,2020-05-13,a000341,"Paracampo, Riccardo; Montemurro, Mirella; de Vega, Manuel; Avenanti, Alessio",2018,Primary motor cortex crucial for action prediction: A tDCS study,Cortex,batch0072/a000341/a000341_article.pdf
batch0072,2020-05-13,a000363,"Ranehill, Eva; Dreber, Anna; Johannesson, Magnus; Leiberg, Susanne; Sul, Sunhae; Weber, Roberto A.",2015,Assessing the Robustness of Power Posing: No Effect on Hormones and Risk Tolerance in a Large Sample of Men and Women,Psychological Science,batch0072/a000363/a000363_article.pdf
batch0072,2020-05-13,a000367,"Campbell, David E.; Layman, Geoffrey C.; Green, John C.; Sumaktoyo, Nathanael G.",2018,Putting Politics First: The Impact of Politics on American Religious and Secular Orientations,American Journal of Political Science,batch0072/a000367/a000367_article.pdf
batch0072,2020-05-13,a000373,"Biella, Marco; Sacchi, Simona",2018,Not fair but acceptable… for us! Group membership influences the tradeoff between equality and utility in a Third Party Ultimatum Game,Journal of Experimental Social Psychology,batch0072/a000373/a000373_article.pdf
batch0072,2020-05-13,a000492,"Rogoza, Radosław; Cieciuch, Jan; Strus, Włodzimierz; Baran, Tomasz",2019,Seeking a Common Framework for Research on Narcissism: An Attempt to Integrate the Different Faces of Narcissism Within the Circumplex of Personality Metatraits,European Journal of Personality,batch0072/a000492/a000492_article.pdf
batch0072,2020-05-13,a000530,"Yin, Jun; Xu, Haokui; Duan, Jipeng; Shen, Mowei",2018,Object-Based Attention on Social Units: Visual Selection of Hands Performing a Social Interaction,Psychological Science,batch0072/a000530/a000530_article.pdf
batch0072,2020-05-13,a000615,"Yashar, Amit; Wu, Xiuyun; Chen, Jiageng; Carrasco, Marisa",2019,Crowding and Binding: Not All Feature Dimensions Behave in the Same Way,Psychological Science,batch0072/a000615/a000615_article.pdf
batch0072,2020-05-13,a000724,"Hassell, Hans J. G.; Visalvanich, Neil",2019,"The Party's Primary Preferences: Race, Gender, and Party Support of Congressional Primary Candidates",American Journal of Political Science,batch0072/a000724/a000724_article.pdf
batch0072,2020-05-13,a000745,"Corbett, Jennifer E.; Munneke, Jaap",2018,“It’s Not a Tumor”: A Framework for Capitalizing on Individual Diversity to Boost Target Detection,Psychological Science,batch0072/a000745/a000745_article.pdf
batch0072,2020-05-13,a000844,"Gottlieb, Sara; Lombrozo, Tania",2018,Can Science Explain the Human Mind? Intuitive Judgments About the Limits of Science,Psychological Science,batch0072/a000844/a000844_article.pdf
batch0072,2020-05-13,a000850,"Hartman, Erin; Hidalgo, F. Daniel",2018,An Equivalence Approach to Balance and Placebo Tests,American Journal of Political Science,batch0072/a000850/a000850_article.pdf
batch0072,2020-05-13,a000857,"Anderson, Sarah E.; Buntaine, Mark T.; Liu, Mengdi; Zhang, Bing",2019,Non-Governmental Monitoring of Local Governments Increases Compliance with Central Mandates: A National-Scale Field Experiment in China,American Journal of Political Science,batch0072/a000857/a000857_article.pdf
batch0072,2020-05-13,a000906,"Hall, Matthew E. K.",2017,Macro Implementation: Testing the Causal Paths from U.S. Macro Policy to Federal Incarceration,American Journal of Political Science,batch0072/a000906/a000906_article.pdf
